_idx area_ellipse area_exact dend_flux_band3 dend_flux_band6 detected_band3 detected_band6 major_fwhm minor_fwhm position_angle radius rejected snr_band3 snr_band6 x_cen y_cen
311 1.0769483693431107e-10 3.7229938271610893e-10 0.0004051108568197431 "" 1 "" 1.2764987457487226e-05 1.0742169554179499e-05 -142.1002238311108 4.9727711556280425e-06 0 5.976757903128507 "" 290.93277772860085 14.507272606426197
605 1.0127340043948923e-10 3.24999999999974e-10 "" 0.0027205584947723647 "" 1 1.405105812717913e-05 9.177066409015272e-06 58.58779213451561 4.822238970122285e-06 1 "" 4.106500662049761 290.93280769600676 14.507305714489558
606 7.525958302919249e-10 2.062499999999835e-09 "" 0.015249535913894783 "" 1 3.81314305448668e-05 2.5130216005227646e-05 170.72130925011504 1.314564609461797e-05 1 "" 4.375697840935021 290.9329221425437 14.507331701437058
312 1.0478682362641393e-09 3.1597222222227277e-09 0.003261754608803155 "" 1 "" 4.6701986142737306e-05 2.856859205964852e-05 80.30893238384458 1.5511520463757024e-05 1 6.292834144817471 "" 290.93267098356927 14.507336197322816
313 5.259146208548613e-10 2.2820216049386364e-09 0.006064568893402501 0.04080231275115293 1 1 2.766681623876333e-05 2.420324358179808e-05 161.47440763497335 1.0989012174683087e-05 0 20.493442815870868 16.675833356009683 290.93274645501515 14.507377666950305
608 2.0334249869346097e-10 6.041666666666183e-10 "" 0.008100725186999093 "" 1 2.1381362492260158e-05 1.210905611674917e-05 114.54378330317199 6.83305804779188e-06 1 "" 5.4142109102104365 290.9328069856382 14.507417828103847
314 1.420978016837836e-09 3.1944444444449554e-09 0.003759380597685198 "" 1 "" 7.060140689156506e-05 2.562663104202215e-05 -167.5423248334631 1.8063200883330434e-05 1 5.779629805554822 "" 290.93278074000074 14.507421546065057
609 4.5212789390970683e-10 1.103472222222134e-09 "" 0.013494686883875631 "" 1 3.1758979815063384e-05 1.8126429684784056e-05 -158.51899742162823 1.0189002831926142e-05 1 "" 1.3400095595287977 290.93275778920446 14.50743069822004
610 4.25203785372504e-10 1.1736111111110173e-09 "" 0.0143567569917603 "" 1 2.4895150256896008e-05 2.1747026451632192e-05 155.25406931412383 9.880970285399793e-06 1 "" 3.2911052903596882 290.93292269019327 14.507540856974256
315 3.2764129929195017e-10 1.329089506173052e-09 0.0025360864300740618 0.016154097155559276 1 1 2.298946791442287e-05 1.9923807149390845e-05 2.0305071690769756 8.673619212594577e-06 0 27.37705920924335 14.471004236738585 290.93347167802 14.507544303977676
612 6.622498332058825e-10 1.3847222222221114e-09 "" 0.013260489543489512 "" 1 5.1880522635087156e-05 1.6253055843393727e-05 -177.78873204086955 1.2331387948254206e-05 1 "" 8.765122176188942 290.9327670041711 14.507562011917887
316 3.380150487477773e-10 1.1400462962964786e-09 0.003025525040242662 0.030290604409304093 1 1 3.068486832706688e-05 2.4453391196887886e-05 150.30884211166992 8.809860875537402e-06 0 9.432353241153903 10.693032101946878 290.9328845879428 14.507581170149265
317 5.306230197314159e-10 1.9309413580250002e-09 0.005892464867848396 0.011381474688779534 1 1 3.2856628030943025e-05 2.056272218890755e-05 76.64744219846152 1.1038093679879534e-05 0 12.023361917803124 6.09947119833818 290.93290965118507 14.507640122690525
614 5.196016928703433e-10 1.3833333333332227e-09 "" 0.01099683515066573 "" 1 3.8410962672332935e-05 1.722395483306384e-05 101.8861040109789 1.0922858580948852e-05 1 "" 4.5165502187492885 290.93282291230184 14.507651102938267
616 4.1233520532465413e-11 1.2222222222221245e-10 "" 0.0034798608993757644 "" 1 7.956762120979906e-06 6.598292360895586e-06 -146.48410754851525 3.0769911028087285e-06 1 "" 3.3437548640077566 290.9329127421085 14.507659413824936
318 3.9641012578488203e-10 1.2191358024693307e-09 0.005137862660631789 "" 1 "" 3.640449351412499e-05 1.3864597258576309e-05 76.64183338158641 9.540549779792646e-06 0 20.500817090650887 "" 290.93294057874124 14.507720119819524
319 2.0833433175868242e-10 7.098765432099901e-10 0.0009249805374473329 "" 1 "" 2.084547229792342e-05 1.2725258605148376e-05 67.91765337455368 6.916421531921149e-06 1 4.173722232394688 "" 290.9328733994565 14.507734947798056
617 3.2964791252483036e-10 5.812499999999535e-10 "" 0.01110269306572505 "" 1 3.8188472069589203e-05 1.099095829245902e-05 84.36143021708412 8.700139117358334e-06 1 "" 3.103826464466754 290.9329363330421 14.50773747979703
618 2.410419588579474e-10 7.979166666666029e-10 "" 0.009072741060817097 "" 1 2.3689402823636362e-05 1.2955555750202958e-05 65.40887136519481 7.4395618070156565e-06 1 "" 2.9833645166440874 290.932872640361 14.507741944437688
320 3.188905157777164e-10 7.793209876544456e-10 0.0025074496732441073 "" 1 "" 3.30367999422664e-05 1.2290262021644168e-05 86.83127231311201 8.557005943699047e-06 1 0.7466503044412953 "" 290.93295016171265 14.507794207155735
619 4.1156186239631213e-10 1.1909722222221269e-09 "" 0.03877038962008681 "" 1 3.773408777527743e-05 1.3887330807159314e-05 89.85055064467188 9.721171256162374e-06 1 "" 2.0619084779615147 290.9329539953935 14.507804870591418
620 2.2738351230614092e-10 6.805555555555011e-10 "" 0.013635091084618597 "" 1 3.3555493820755676e-05 8.628053879245037e-06 -154.81350612632718 7.225709834644237e-06 1 "" 1.8653940436003662 290.93283257600604 14.5078051036652
621 1.79360305822044e-10 3.833333333333027e-10 "" 0.005305018646842039 "" 1 2.3897010263101406e-05 9.556531112764665e-06 71.21202831300904 6.41747521500979e-06 1 "" 2.1055209480186674 290.93278381983697 14.507842139072853
623 4.4233363681998694e-11 1.3888888888887777e-10 "" 0.020458193759900437 "" 1 8.202733363168047e-06 6.866080388048381e-06 74.88180028896006 3.186955616282558e-06 0 "" 6.050389037080049 290.93293355473514 14.507847345535108
624 1.0276186644516004e-10 3.0138888888886477e-10 "" 0.01170143439700155 "" 1 1.5298914866467832e-05 8.55241700059357e-06 173.09820523857573 4.857547141326485e-06 1 "" 3.5762280664417907 290.9328313237277 14.507850471520952
321 1.821253425762955e-09 5.7966820987663595e-09 0.04123316906121955 "" 1 "" 5.215528484349971e-05 4.446205918584395e-05 179.74758572448886 2.0449666181546515e-05 0 40.271807408367266 "" 290.93291222589346 14.50785334042414
625 3.595361920494132e-11 1.0277777777776956e-10 "" 0.01213793315035278 "" 1 1.0386578515873041e-05 4.407452274743772e-06 -141.0067153687028 2.873242881226722e-06 1 "" 4.000154430252673 290.9329218285141 14.507863013970917
622 1.1676246925144158e-09 3.087499999999753e-09 "" 0.0283144504785167 "" 1 4.379755143890748e-05 3.3944620039545354e-05 -159.37439235838517 1.6373920126744278e-05 1 "" 3.932001584362064 290.9330377630276 14.507864589197396
322 8.410600224712035e-11 3.202160493827673e-10 0.0005038512708909834 0.0010029811645961922 1 1 1.3380139380695105e-05 8.003572168463385e-06 -140.0070122860125 4.3945511867128265e-06 0 6.249062389016597 4.62916828719865 290.93283678943294 14.507894043161624
627 9.4621241869846e-10 2.7506944444442244e-09 "" 0.025236227992550358 "" 1 4.828990487308379e-05 2.494880831110255e-05 51.561530568838975 1.4739927725008322e-05 1 "" 5.327367627935993 290.93295078239464 14.507976324528258
323 7.900744831190361e-10 2.9301697530868883e-09 0.005720537481307247 "" 1 "" 3.3550562138705826e-05 2.9983736108537214e-05 46.6882043150235 1.3468990606312642e-05 1 26.733747435611882 "" 290.9329652395962 14.5081772749296
628 1.271806419052664e-09 3.594444444444157e-09 "" 0.027218085392149014 "" 1 5.0588727673803515e-05 3.200993322245219e-05 84.5184065910606 1.708879887763418e-05 1 "" 4.326953945617517 290.93306971672496 14.508308418123262
629 2.0874302784391463e-09 4.899999999999608e-09 "" 0.0362649719886478 "" 1 7.083874085829701e-05 3.751963959183093e-05 109.49690561121754 2.1893087938810776e-05 1 "" 4.411778037392192 290.9330643612286 14.508614649895499
630 2.982453842931895e-09 6.447916666666151e-09 "" 0.04648269280207998 "" 1 0.00011520366560289392 3.2962864534523134e-05 139.01316482388052 2.6169046431366215e-05 1 "" 5.183145158111922 290.9330665768396 14.508871745886495
631 2.132401061747542e-09 5.706944444443988e-09 "" 0.04570769073583037 "" 1 9.930577839325376e-05 2.734084183780357e-05 108.08338999956325 2.2127659363550677e-05 1 "" 4.349200548554369 290.933028571725 14.509135768521102
632 1.8321281058975593e-09 5.059722222221818e-09 "" 0.0401606260923648 "" 1 7.127339087229224e-05 3.2729994202995414e-05 107.85395336618711 2.0510627660185008e-05 1 "" 4.854910187637681 290.93280894051065 14.509143507073766
324 1.1920123908817092e-09 2.7874228395066187e-09 0.0031072555462443984 "" 1 "" 6.211454617135468e-05 2.443458491481423e-05 -150.5401245548818 1.654403412104894e-05 1 11.31538233447877 "" 290.93331703438633 14.509193625248113
633 2.458444404313528e-10 9.763888888888108e-10 "" 0.013370537602089113 "" 1 2.3055259403186064e-05 1.3577127329212008e-05 165.55856965491037 7.5133086106770404e-06 0 "" 11.474884520105867 290.93329893194374 14.509203339175679
634 1.1080563133529033e-10 3.680555555555261e-10 "" 0.003993446525809867 "" 1 1.4577739387706793e-05 9.678079004700444e-06 71.4940901594317 5.044079796884206e-06 0 "" 15.02788168546131 290.9338874141312 14.509272687420035
635 1.175167085691695e-09 3.0597222222219773e-09 "" 0.023162511160665714 "" 1 4.414869332314747e-05 3.389216229014984e-05 179.0796620230177 1.6426719518480944e-05 1 "" 3.8419640595418114 290.93291269881706 14.509301897883583
637 2.8609339552646956e-10 1.0604166666665819e-09 "" 0.013697243825804195 "" 1 3.692566493050832e-05 9.86499842154542e-06 176.12660845655407 8.105036001872342e-06 0 "" 12.71448866744423 290.9336483057601 14.509309160794793
636 4.18365817731451e-10 1.3381944444443375e-09 "" 0.010963037526816518 "" 1 2.8203197403061414e-05 1.8887538335102384e-05 53.372450897092044 9.801197238206268e-06 1 "" 4.57969934230597 290.93325755185793 14.509316149987386
638 1.0954240857348857e-09 2.178472222222048e-09 "" 0.017352419783778075 "" 1 5.057992100694757e-05 2.7575389239589893e-05 138.60118317293077 1.5859598007176288e-05 1 "" 3.4379842322425556 290.9331023630267 14.509368711571128
639 2.0284289151296705e-09 5.0076388888884886e-09 "" 0.03921136269089811 "" 1 0.00010330021750078534 2.5002075897900194e-05 -136.18328522680807 2.1581465312622565e-05 1 "" 2.646763760702725 290.9332819835495 14.509433133225142
640 4.879092120635501e-10 1.4062499999998875e-09 "" 0.04026843759476206 "" 1 3.0615131560569375e-05 2.029179192351214e-05 92.31192490461643 1.0584504725914557e-05 1 "" 4.8988721891198175 290.9331610512368 14.509490705338974
642 1.6618442240070758e-10 4.87499999999961e-10 "" 0.011686716619467831 "" 1 1.8783292364978614e-05 1.1265127356287183e-05 93.45066975105357 6.177264367338423e-06 1 "" 2.142666274336492 290.9331288648032 14.509491388963767
641 4.057878050644966e-10 9.652777777777005e-10 "" 0.00877272250309761 "" 1 3.465332462323392e-05 1.4909792407158379e-05 142.32930088000765 9.652738207158096e-06 1 "" 2.2180139883712355 290.9329250720323 14.509497143005175
643 2.949590064948987e-10 9.152777777777045e-10 "" 0.007259737570138043 "" 1 2.949508979981897e-05 1.2732962247410392e-05 52.19478848077794 8.229659429887421e-06 1 "" 3.0063086412140185 290.9328649234522 14.509501448789786
325 2.8961499345649816e-10 8.77700617284091e-10 0.00536283542493473 "" 1 "" 2.891786449581019e-05 1.275182475488336e-05 58.375508086843816 8.154766929096808e-06 1 2.574492049726266 "" 290.93287130808613 14.509501761881861
327 6.043470683031319e-11 1.7939814814817683e-10 0.002011073955587105 "" 1 "" 1.150560185387332e-05 6.687974224873719e-06 172.96175994422754 3.72515409073876e-06 1 1.8764198386318323 "" 290.9329397723214 14.509507532368284
326 3.0301208611820545e-10 9.143518518519981e-10 0.0009813707044670197 "" 1 "" 2.8219958416177962e-05 1.3671655117747578e-05 92.47855900480936 8.341247503247152e-06 1 0.41300949533594683 "" 290.93301477164175 14.509511386187103
330 9.192527974291914e-11 2.7391975308646356e-10 0.012435558901001537 "" 1 "" 1.4046711154846553e-05 8.332547931174243e-06 -141.62272709603135 4.59429113270471e-06 1 2.2217466612645196 "" 290.93294307770475 14.509560200803808
644 5.862038064970857e-11 1.7638888888887477e-10 "" 0.0063103572634209916 "" 1 9.75154370396028e-06 7.654076086550024e-06 -153.9534126659722 3.668811082466944e-06 1 "" 2.0655548856987105 290.93294477946546 14.50956198881477
328 2.1460890532994046e-10 6.944444444445555e-10 0.0019976087500050773 "" 1 "" 2.2757910142024808e-05 1.2006954735388316e-05 70.10290021632133 7.0198026338259975e-06 1 0.24769286061861104 "" 290.9330284408556 14.509566907709987
646 4.04972379642301e-11 1.3819444444443339e-10 "" 0.0011456803953381134 "" 1 8.456624672119804e-06 6.097416484394113e-06 72.36640063890991 3.04939535330955e-06 1 "" 1.7819996903941857 290.9331226571656 14.509569379589372
332 1.1599344526457004e-10 3.298611111111639e-10 0.0139572326885337 "" 1 "" 1.6794769525569543e-05 8.793806641994553e-06 48.0545198865053 5.160808643378737e-06 1 1.9997598767546563 "" 290.93291254765217 14.509581436069464
331 3.8115356075236855e-10 1.3676697530866385e-09 0.026721990032803292 0.21528657093882475 1 1 3.118361615213623e-05 2.4433878222878292e-05 1.6363298228781047 9.355155762017853e-06 0 13.338403828910062 10.910797483703764 290.93318639767466 14.50958604083882
648 3.0527812623043315e-10 7.333333333332747e-10 "" 0.02683880500773624 "" 1 3.2439036348391764e-05 1.1982439790438459e-05 53.495571385359675 8.372378925831356e-06 1 "" 1.7876960037932548 290.9329097101395 14.50959081192193
329 1.2405828274309957e-09 4.1473765432105395e-09 0.3913890199131796 "" 1 "" 4.6482543224802326e-05 3.398234899927534e-05 54.43963781740714 1.6877725327553778e-05 1 18.578354025411024 "" 290.9329641207147 14.509600689939967
649 3.05940706768995e-11 8.888888888888178e-11 "" 0.0069455300113030905 "" 1 7.7212961782291e-06 5.0450394469866e-06 105.33591505736153 2.6504503002633705e-06 1 "" 2.38468982105019 290.9329438967376 14.509601395984433
647 7.244878208238881e-10 1.6861111111109762e-09 "" 0.25070235935180224 "" 1 4.464406550063588e-05 2.0662595069846663e-05 54.885913062022475 1.2897827870325936e-05 0 "" 20.13076827105307 290.9329733650672 14.509607206990005
333 1.5375921299799186e-10 4.436728395062438e-10 0.003090927971122261 "" 1 "" 1.78188963231329e-05 1.0986967981068548e-05 -159.16858518442757 5.941848931547595e-06 1 1.9914827618404591 "" 290.93322247009354 14.509611761892248
650 1.5724336202971996e-10 3.4027777777775056e-10 "" 0.018899431059356615 "" 1 2.0580320579718654e-05 9.728316642919822e-06 -154.7974210984084 6.008792302699733e-06 1 "" 1.5307983806270393 290.93322516168035 14.509615594445473
651 1.0360219298937802e-10 2.951388888888653e-10 "" 0.022585389006366082 "" 1 1.523315148414285e-05 8.65957743111054e-06 69.4944026960348 4.8773677955660665e-06 1 "" 3.1610399875479547 290.93316437221426 14.509630557688808
334 1.4752372136303783e-10 4.3016975308648854e-10 0.005328619550910101 "" 1 "" 2.4696544549943432e-05 7.605769838956457e-06 60.29757693784844 5.820120303813493e-06 1 3.7636072374424216 "" 290.9331594241763 14.509633564789304
652 1.79507716357685e-10 5.173611111110698e-10 "" 0.008448231309667788 "" 1 2.3999710185495168e-05 9.523457259837869e-06 87.17843489492859 6.42011183285525e-06 1 "" 1.1529985878305367 290.93290913648633 14.509656863762439
653 5.460878574189072e-10 1.6708333333331996e-09 "" 0.014040522207890987 "" 1 2.7826642435464734e-05 2.4987293885762354e-05 116.29522499210496 1.1197789316633726e-05 1 "" 4.242230566909625 290.9332960577979 14.509706828551128
656 2.2254368406830966e-10 5.881944444443974e-10 "" 0.004745368758056473 "" 1 2.7691416088395367e-05 1.0232638233871333e-05 112.19442679785081 7.1483970808525815e-06 1 "" 1.62886104350726 290.9331745086672 14.509712417959035
654 5.736463075065103e-10 1.484027777777659e-09 "" 0.02165029819500289 "" 1 4.407329170931425e-05 1.6572431281689076e-05 63.20260825960463 1.1476861306535345e-05 1 "" 4.374672053105167 290.93291895583184 14.50972190715673
655 6.083495104671921e-10 1.906944444444292e-09 "" 0.022146891146797965 "" 1 4.099933587869521e-05 1.8892692386390085e-05 -145.49626096139988 1.1818915118670053e-05 1 "" 4.019644917636328 290.9329974512413 14.509723739959927
335 1.9211288651181454e-10 6.925154320988762e-10 0.000998520281567189 "" 1 "" 2.111236050186169e-05 1.1586098509746344e-05 46.111208525386495 6.641700395610123e-06 1 5.478673000284766 "" 290.9330709371388 14.509746363408912
657 3.516423485836254e-10 1.3152777777776726e-09 "" 0.018792791111412025 "" 1 2.544880181096882e-05 1.759346352012757e-05 -139.63015380851493 8.985693859089977e-06 1 "" 5.823834438071597 290.9330683600975 14.509750205544774
659 2.3237612696341915e-10 7.138888888888318e-10 "" 0.005301772319165063 "" 1 1.967743094404398e-05 1.5036287618469075e-05 155.7515840807252 7.304605848586978e-06 1 "" 2.905633440512944 290.9332563447172 14.509780208594274
658 1.523678089511373e-09 3.038888888888646e-09 "" 0.027960448864951793 "" 1 6.367807254065001e-05 3.0466377954527965e-05 170.46983640187565 1.8704566328728307e-05 1 "" 2.32733810163163 290.9331467751028 14.50979005013664
660 1.1613114658910202e-10 4.340277777777431e-10 "" 0.004311030965711397 "" 1 1.4961747438160177e-05 9.8828887583188e-06 -144.90066123416034 5.163871055214535e-06 0 "" 8.765209829939518 290.933304750173 14.509800929792085
661 5.91607515023055e-10 1.6881944444443094e-09 0.00028960637642969414 0.016556436062633368 1 1 4.493610729049674e-05 1.6763154457574974e-05 60.3128245359528 1.1655150161573586e-05 1 5.205292229706154 5.5707351163255785 290.93318845593853 14.509818093635527
662 1.5355389804222696e-09 2.515972222222021e-09 "" 0.019234784819795736 "" 1 6.712982329346682e-05 2.9124793451958553e-05 162.4712883372759 1.8777226934622742e-05 1 "" 2.747128073756363 290.93294970034987 14.509887298034771
664 8.765894915441158e-11 3.062499999999755e-10 "" 0.002658772388256926 "" 1 1.2800505703254597e-05 8.719400878689658e-06 -167.25246672779005 4.486412089217287e-06 0 "" 10.9376556985622 290.93143676027046 14.509895357587615
665 1.37713846513643e-10 4.388888888888538e-10 "" 0.006134047231039367 "" 1 1.718152295472614e-05 1.0205480672047808e-05 -170.53715849266356 5.62328165367788e-06 1 "" 3.7250765162355255 290.93283914289026 14.509898771665371
666 5.783725073278871e-11 1.8958333333331818e-10 "" 0.0014246293005087428 "" 1 1.0232333589733932e-05 7.196982767518068e-06 166.47495987082115 3.6442222262216555e-06 1 "" 3.5005296982596037 290.93313332336675 14.509946157886112
668 7.790946853018843e-11 2.4583333333331367e-10 "" 0.001885456024844728 "" 1 1.1777877591449973e-05 8.422494146140229e-06 163.40407594702666 4.229569377344245e-06 0 "" 8.034073373514962 290.9311895498594 14.509996880858017
337 5.117347314697296e-10 1.8730709876546205e-09 0.007622747469597005 0.06314090823031268 1 1 3.214174739135901e-05 2.145989217514749e-05 -2.471298162398269 1.083985515191951e-05 0 8.86157337575779 7.706246311294187 290.93282840577695 14.5099970466492
671 1.3299833255995555e-10 4.638888888888518e-10 "" 0.012776885931555976 "" 1 1.3995478734984571e-05 1.2099737535292715e-05 149.94883004550118 5.52616859233295e-06 0 "" 4.272170392238501 290.9327806980999 14.509999727736457
663 3.492117264937759e-09 7.206944444443868e-09 "" 0.05748330978106147 "" 1 0.00011049659180836847 4.0239951492097574e-05 112.02986224417485 2.831688268751266e-05 1 "" 4.807247576891685 290.9333252059929 14.510001872249163
672 3.6666923844812305e-11 1.1111111111110223e-10 0.0022037637770359487 0.002479651696063122 1 1 2.9397209263486012e-05 1.5375237300943128e-05 112.83081934145315 2.901604863089413e-06 1 1.861531287322029 1.6906445487138926 290.9327841063326 14.510010359177292
670 9.444288508299356e-10 1.7645833333331922e-09 "" 0.012500755559683857 "" 1 4.897565577351654e-05 2.4553109361064892e-05 -173.46815283628794 1.4726029121823526e-05 1 "" 2.48839009963279 290.9329687766518 14.510017157090092
669 2.3481967032634562e-09 5.316666666666241e-09 "" 0.043550771940935554 "" 1 6.061481965063131e-05 4.932568998762783e-05 -157.00680816439456 2.3220323673268758e-05 1 "" 6.274462144926435 290.9331044869941 14.510038229795809
339 4.403285629532654e-10 1.244212962963162e-09 0.0017280990484428358 "" 1 "" 3.199040304006853e-05 1.7525671159234697e-05 -166.00569702941954 1.0055171010394753e-05 0 11.565429912647684 "" 290.93306933710625 14.510045649769186
673 8.865887627671128e-11 2.87499999999977e-10 "" 0.0027162349027913145 "" 1 1.526489121232182e-05 7.395133547671073e-06 76.60099688795226 4.5119278204162105e-06 0 "" 6.335301652498604 290.9325987010882 14.510074365311315
674 7.48113126260816e-10 2.440972222222027e-09 "" 0.028596610642306883 "" 1 3.585342003988982e-05 2.6567714653462315e-05 48.76608009940669 1.3106437764405696e-05 1 "" 5.851570786303336 290.93284355341416 14.510110409791189
675 3.0838196724248994e-10 9.229166666665928e-10 "" 0.008329994291994236 "" 1 2.3457246901448748e-05 1.6738997630560927e-05 55.17241358149939 8.414833349493473e-06 1 "" 5.8282688244540894 290.93257599797306 14.51011858160687
341 8.180592284845588e-11 2.8163580246918084e-10 0.00030660820540037037 0.005071182892596291 1 1 1.3161847197784286e-05 1.0369300790617601e-05 -164.186859968861 4.334044900789053e-06 0 6.268639481911184 10.98557303197192 290.9326514852031 14.510123725155346
676 5.730161288585192e-10 1.9229166666665127e-09 "" 0.02930571467065841 "" 1 4.287117395283551e-05 1.7018410015503688e-05 78.66205294760029 1.1470555626323388e-05 0 "" 8.78193606123368 290.9330629052984 14.51013976942122
678 4.877952209869348e-10 1.0506944444443603e-09 "" 0.010284827776519036 "" 1 4.420749758192638e-05 1.4049443485679116e-05 148.45317917365648 1.058326821557718e-05 0 "" 6.462811114632131 290.9329102857089 14.510146102123793
340 2.13628436777311e-09 5.746527777778697e-09 0.007082618066159435 "" 1 "" 8.242422353941613e-05 3.30005904429634e-05 67.84551536634062 2.214779848959752e-05 1 11.621483569358212 "" 290.9330382630558 14.510163166768038
679 1.0921173323250416e-10 2.923611111110877e-10 "" 0.00388187976324949 "" 1 1.6999725085735734e-05 8.17984197729899e-06 57.7078139003716 5.007669773486806e-06 1 "" 2.210282134697737 290.93302783988406 14.510171785279564
680 1.0896504483384122e-10 3.680555555555261e-10 "" 0.006279333617577899 "" 1 1.3146618739689588e-05 1.0553357394336802e-05 50.53380652148975 5.002010892404947e-06 0 "" 6.161230833179876 290.9330048203953 14.510180519949786
681 3.322391670400291e-10 9.986111111110313e-10 "" 0.007102795795426508 "" 1 2.382391972993722e-05 1.7756408368320636e-05 -151.6582707962343 8.734266657527261e-06 1 "" 4.970906912025547 290.93256715735475 14.510202425281355
682 1.5361808453218906e-09 3.965277777777461e-09 "" 0.0290040148492372 "" 1 7.284608649388039e-05 2.6850577618046078e-05 108.83794162638418 1.878115102375341e-05 1 "" 3.976687976031582 290.9333482309552 14.51031683304566
342 4.105343881412361e-10 1.1111111111112887e-09 0.0011999255536892753 0.008430620302853319 1 1 2.8843472235664142e-05 2.1984941979160003e-05 -2.423549711104882 9.709029102234287e-06 0 11.81819692214974 14.72528575540141 290.9329166731319 14.510319610369436
684 1.0428525594881595e-10 3.256944444444184e-10 "" 0.0027783252177015993 "" 1 1.5180893871479199e-05 8.746676809613686e-06 113.61726846542426 4.893419945992551e-06 0 "" 7.371569378486884 290.93303602986737 14.510398092783998
685 6.597005023786482e-10 1.8097222222220774e-09 "" 0.013511543935137734 "" 1 4.2688363804065387e-05 1.967681570895468e-05 79.99193609707875 1.2307630222534592e-05 1 "" 4.242223677408443 290.93346906038676 14.510469077909574
343 1.3996521903227366e-10 5.478395061729271e-10 0.00087901193911281 0.012065932565460335 1 1 1.8157795473955524e-05 1.2422464027134494e-05 62.936006241059836 5.669060558005944e-06 0 30.740366105909953 20.679464601124348 290.93271886051843 14.511228778879014
344 9.285066913687423e-11 3.3179012345684317e-10 0.00039928309588083285 "" 1 "" 1.39660647399682e-05 8.465029956857244e-06 45.640200199459926 4.6173580305894685e-06 0 11.58225516969129 "" 290.9299530628174 14.513889144848505
345 9.386615731426173e-11 3.2214506172844656e-10 0.0003596152885524598 "" 1 "" 1.5274083785576655e-05 7.824766434322375e-06 -136.38726341439008 4.642538903613421e-06 0 13.27920380926438 "" 290.92428233370106 14.515248473626752
