_idx annulus_median_band6 annulus_rms_band6 area_ellipse area_exact circ1_flux_band3 circ1_flux_band6 circ1_npix circ1_rms_band3 circ1_rms_band6 circ2_flux_band3 circ2_flux_band6 circ2_npix circ2_rms_band3 circ2_rms_band6 circ3_flux_band3 circ3_flux_band6 circ3_npix circ3_rms_band3 circ3_rms_band6 dend_flux_band3 dend_flux_band6 detected_band3 detected_band6 ellipse_flux_band3 ellipse_flux_band6 ellipse_npix ellipse_rms_band3 ellipse_rms_band6 major_fwhm minor_fwhm peak_flux_band3 peak_flux_band6 position_angle radius rejected snr_band3 snr_band6 x_cen y_cen
328 "" "" 2.1460890532994046e-10 6.944444444445555e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0019976087500050773 "" 1 "" "" "" "" "" "" 2.2757910142024808e-05 1.2006954735388316e-05 "" "" 70.10290021632133 7.0198026338259975e-06 1 0.24769286061861104 "" 290.9330284408556 14.509566907709987
329 "" "" 1.2405828274309957e-09 4.1473765432105395e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.3913890199131796 "" 1 "" "" "" "" "" "" 4.6482543224802326e-05 3.398234899927534e-05 "" "" 54.43963781740714 1.6877725327553778e-05 1 18.578354025411024 "" 290.9329641207147 14.509600689939967
330 "" "" 9.192527974291914e-11 2.7391975308646356e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.012435558901001537 "" 1 "" "" "" "" "" "" 1.4046711154846553e-05 8.332547931174243e-06 "" "" -141.62272709603135 4.59429113270471e-06 1 2.2217466612645196 "" 290.93294307770475 14.509560200803808
331 3.0073706511757337e-06 1.7646054555345362e-05 3.8115356075236855e-10 1.3676697530866385e-09 0.002423187019303441 0.016131144016981125 113.0 7.759132491327193e-06 2.0125573766870327e-05 0.00917380303144455 0.056306399405002594 441.0 1.3283410748246249e-05 3.1379415054331025e-05 0.0172298364341259 0.10924132168292999 1009.0 1.5675113578239534e-05 3.37243289064836e-05 0.026721990032803292 0.21528657093882475 1 1 0.03420908749103546 0.2339436411857605 3453.0 1.67799918460747e-05 3.578158861260675e-05 3.118361615213623e-05 2.4433878222878292e-05 7.906836981419474e-05 0.00019137267372570932 1.6363298228781047 9.355155762017853e-06 0 12.59493252468481 10.845068688044972 290.93318639767466 14.50958604083882
332 "" "" 1.1599344526457004e-10 3.298611111111639e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0139572326885337 "" 1 "" "" "" "" "" "" 1.6794769525569543e-05 8.793806641994553e-06 "" "" 48.0545198865053 5.160808643378737e-06 1 1.9997598767546563 "" 290.93291254765217 14.509581436069464
333 "" "" 1.5375921299799186e-10 4.436728395062438e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.003090927971122261 "" 1 "" "" "" "" "" "" 1.78188963231329e-05 1.0986967981068548e-05 "" "" -159.16858518442757 5.941848931547595e-06 1 1.9914827618404591 "" 290.93322247009354 14.509611761892248
334 "" "" 1.4752372136303783e-10 4.3016975308648854e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.005328619550910101 "" 1 "" "" "" "" "" "" 2.4696544549943432e-05 7.605769838956457e-06 "" "" 60.29757693784844 5.820120303813493e-06 1 3.7636072374424216 "" 290.9331594241763 14.509633564789304
335 "" "" 1.9211288651181454e-10 6.925154320988762e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.000998520281567189 "" 1 "" "" "" "" "" "" 2.111236050186169e-05 1.1586098509746344e-05 "" "" 46.111208525386495 6.641700395610123e-06 1 5.478673000284766 "" 290.9330709371388 14.509746363408912
337 2.2271401576290373e-06 7.330194899669024e-06 5.117347314697296e-10 1.8730709876546205e-09 0.000552888261154294 0.00438182707875967 112.0 8.200366403501353e-07 4.822159873849572e-06 0.0021233800798654556 0.0163305401802063 448.0 2.0595288859837267e-06 7.365293559950875e-06 0.0040559424087405205 0.03303968533873558 1020.0 3.1137473060694912e-06 9.519473429066713e-06 0.007622747469597005 0.06314090823031268 1 1 0.007719170302152634 0.06663359701633453 3120.0 4.09623198248532e-06 1.2000032688355585e-05 3.214174739135901e-05 2.145989217514749e-05 1.682155743765179e-05 5.553530718316324e-05 -2.471298162398269 1.083985515191951e-05 0 8.679841109871607 7.576238823563995 290.93282840577695 14.5099970466492
339 1.2070479442627402e-06 2.9568623052513113e-06 4.403285629532654e-10 1.244212962963162e-09 0.00022756897669751197 0.0018151475815102458 113.0 1.2844876896167495e-06 3.2497921517662538e-06 0.0006990090478211641 0.0054104323498904705 441.0 1.9515249137698245e-06 6.064511391416204e-06 0.0011686546495184302 0.00893228780478239 1009.0 2.136945743457642e-06 6.5743022320081725e-06 0.0017280990484428358 "" 1 "" 0.001771754352375865 0.012809574604034424 2537.0 1.8112159993565467e-06 6.374619884206957e-06 3.199040304006853e-05 1.7525671159234697e-05 7.446652944054222e-06 2.1834408471477218e-05 -166.00569702941954 1.0055171010394753e-05 0 11.565429912647684 7.3843169608202155 290.93306933710625 14.510045649769186
340 "" "" 2.13628436777311e-09 5.746527777778697e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.007082618066159435 "" 1 "" "" "" "" "" "" 8.242422353941613e-05 3.30005904429634e-05 "" "" 67.84551536634062 2.214779848959752e-05 1 11.621483569358212 "" 290.9330382630558 14.510163166768038
341 -1.7297982140007662e-06 1.5539342496476163e-06 8.180592284845588e-11 2.8163580246918084e-10 0.000105773848190438 0.001616038614884019 112.0 2.9994596137191093e-07 2.090295258602953e-06 0.00031429380760528147 0.004329316783696413 448.0 7.149745817349243e-07 4.046953440169643e-06 0.0004299939319025725 0.005619330797344446 1020.0 8.921595200648561e-07 4.776740239990398e-06 0.00030660820540037037 0.005071182892596291 1 1 0.0003694377955980599 0.005026118829846382 620.0 7.916718176554709e-07 4.376872370146272e-06 1.3161847197784286e-05 1.0369300790617601e-05 3.2668424410076113e-06 1.753937976900488e-05 -164.186859968861 4.334044900789053e-06 0 6.146392747003294 11.287079728748024 290.9326514852031 14.510123725155346
342 -1.126992174249608e-06 2.2570400142626127e-06 4.105343881412361e-10 1.1111111111112887e-09 0.00017491290054749697 0.0024547057691961527 113.0 3.963117608361896e-07 5.089314742942176e-06 0.0005607486236840487 0.006038502790033817 441.0 9.778003018205288e-07 6.608057390210825e-06 0.0008858648361638188 0.007797854952514172 1009.0 1.2158132558112e-06 6.988681443525333e-06 0.0011999255536892753 0.008430620302853319 1 1 0.0014293461572378874 0.007085740566253662 2869.0 1.1309327830875297e-06 5.834661957330529e-06 2.8843472235664142e-05 2.1984941979160003e-05 5.30384113517357e-06 2.9937054932815954e-05 -2.423549711104882 9.709029102234287e-06 0 11.314357562671955 13.263856530517273 290.9329166731319 14.510319610369436
343 -6.192686896611121e-07 1.5313424738908363e-06 1.3996521903227366e-10 5.478395061729271e-10 0.00023415476607624441 0.0030033846851438284 113.0 8.076508204437799e-07 3.579415630809117e-06 0.0006410109926946461 0.008007950149476528 441.0 1.3812757472657716e-06 6.995152632901944e-06 0.0009315641946159303 0.011188259348273277 1009.0 1.6790264256444127e-06 8.066259815219247e-06 0.00087901193911281 0.012065932565460335 1 1 0.0009188868571072817 0.011369716376066208 1025.0 1.6877417623790075e-06 7.953688235210184e-06 1.8157795473955524e-05 1.2422464027134494e-05 6.383083473338047e-06 3.183776789228432e-05 62.936006241059836 5.669060558005944e-06 0 30.490423347989843 20.79075610786847 290.93271886051843 14.511228778879014
344 "" "" 9.285066913687423e-11 3.3179012345684317e-10 0.0001460198691347614 "" 44.0 4.034258956653469e-07 "" 0.00037411347148008645 "" 164.0 8.798185120573575e-07 "" 0.0005123965092934668 "" 376.0 1.05726947216879e-06 "" 0.00039928309588083285 "" 1 "" 0.0004211307968944311 "" 194.0 8.51345921254839e-07 "" 1.39660647399682e-05 8.465029956857244e-06 3.9045985431584995e-06 "" 45.640200199459926 4.6173580305894685e-06 1 11.58225516969129 "" 290.9299530628174 14.513889144848505
345 "" "" 9.386615731426173e-11 3.2214506172844656e-10 0.00012952741235494614 "" 44.0 3.531575873822171e-07 "" 0.0003362633869983256 "" 164.0 7.765454162117868e-07 "" 0.00048752964357845485 "" 376.0 9.046168140802657e-07 "" 0.0003596152885524598 "" 1 "" 0.00038394780131056905 "" 192.0 7.220483417163143e-07 "" 1.5274083785576655e-05 7.824766434322375e-06 3.4462730127415853e-06 "" -136.38726341439008 4.642538903613421e-06 1 13.27920380926438 "" 290.92428233370106 14.515248473626752
346 "" "" 1.1522671289887661e-09 5.997299382717008e-09 0.0012094107223674655 "" 44.0 3.326186322158381e-06 "" 0.004345979541540146 "" 164.0 5.933294532933756e-06 "" 0.009211454540491104 "" 376.0 7.256615559851381e-06 "" 0.02713872597194217 "" 1 "" 0.025473348796367645 "" 2388.0 8.528611686704057e-06 "" 4.175762470390217e-05 3.513459069009186e-05 3.6311506846686825e-05 "" -156.5714180884267 1.626588204439999e-05 1 69.253513912084 "" 290.9244288096381 14.51574802478029
600 "" "" 1.17542164659145e-09 2.773611111110889e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.02207495392802104 "" 1 "" "" "" "" "" 6.109833101616157e-05 2.449524850576455e-05 "" "" 112.04939900598289 1.6428498573614844e-05 1 "" 9.07929024898781 290.93262416981617 14.506971743062588
602 "" "" 1.782313386455416e-09 4.7263888888885105e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.03904431534454767 "" 1 "" "" "" "" "" 6.830709503083843e-05 3.322276431939217e-05 "" "" 108.96173715688779 2.022986882247471e-05 1 "" 5.572184965502389 290.93275534409247 14.507136907552553
603 "" "" 7.410461237851986e-10 1.7993055555554117e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.013830658431754801 "" 1 "" "" "" "" "" 4.444612186922172e-05 2.1228967862309548e-05 "" "" 90.64963419390767 1.30443863152298e-05 1 "" 5.072353190163481 290.9327777409632 14.507256070463454
604 1.1176459224770952e-07 1.0292882473596045e-06 6.928064774383861e-11 2.562499999999795e-10 4.589760283124633e-05 0.0011802646331489086 113.0 2.045583867857512e-07 1.7069953631265903e-06 0.00016316516848746687 0.002690304536372423 441.0 3.1847770221764306e-07 3.134180044782931e-06 0.00028348289197310805 0.0035262983292341232 1009.0 3.5409912940525015e-07 3.1646639388768763e-06 "" 0.002515381833085924 "" 1 0.00014800066128373146 0.0025626905262470245 395.0 3.063105057758559e-07 3.082694062200965e-06 9.894715848442882e-06 8.915098070977619e-06 1.536042987027031e-06 1.343036365142325e-05 -155.9837922932962 3.988476172872243e-06 0 5.406257268277567 13.048204607286316 290.93325404387895 14.507259820660302
605 "" "" 1.0127340043948923e-10 3.24999999999974e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0027205584947723647 "" 1 "" "" "" "" "" 1.405105812717913e-05 9.177066409015272e-06 "" "" 58.58779213451561 4.822238970122285e-06 1 "" 4.106500662049761 290.93280769600676 14.507305714489558
606 "" "" 7.525958302919249e-10 2.062499999999835e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.015249535913894783 "" 1 "" "" "" "" "" 3.81314305448668e-05 2.5130216005227646e-05 "" "" 170.72130925011504 1.314564609461797e-05 1 "" 4.375697840935021 290.9329221425437 14.507331701437058
608 "" "" 2.0334249869346097e-10 6.041666666666183e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.008100725186999093 "" 1 "" "" "" "" "" 2.1381362492260158e-05 1.210905611674917e-05 "" "" 114.54378330317199 6.83305804779188e-06 1 "" 5.4142109102104365 290.9328069856382 14.507417828103847
609 "" "" 4.5212789390970683e-10 1.103472222222134e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.013494686883875631 "" 1 "" "" "" "" "" 3.1758979815063384e-05 1.8126429684784056e-05 "" "" -158.51899742162823 1.0189002831926142e-05 1 "" 1.3400095595287977 290.93275778920446 14.50743069822004
610 "" "" 4.25203785372504e-10 1.1736111111110173e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0143567569917603 "" 1 "" "" "" "" "" 2.4895150256896008e-05 2.1747026451632192e-05 "" "" 155.25406931412383 9.880970285399793e-06 1 "" 3.2911052903596882 290.93292269019327 14.507540856974256
612 "" "" 6.622498332058825e-10 1.3847222222221114e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.013260489543489512 "" 1 "" "" "" "" "" 5.1880522635087156e-05 1.6253055843393727e-05 "" "" -177.78873204086955 1.2331387948254206e-05 1 "" 8.765122176188942 290.9327670041711 14.507562011917887
