_idx _index _name area_exact dend_flux_226GHz dend_flux_93GHz detected_226GHz detected_93GHz major_fwhm minor_fwhm position_angle radius rejected x_cen y_cen snr_226GHz
86 58 226086 7.333333333332747e-10 0.02683880500773624 "" 1 "" 3.2439036348391764e-05 1.1982439790438459e-05 53.495571385359675 8.372378925831356e-06 1 290.9329097101395 14.50959081192193 ""
87 59 226087 8.888888888888178e-11 0.0069455300113030905 "" 1 "" 7.7212961782291e-06 5.0450394469865995e-06 105.33591505736155 2.65045030026337e-06 1 290.9329438967376 14.509601395984433 ""
88 60 226088 3.4027777777775056e-10 0.018899431059356615 "" 1 "" 2.0580320579718654e-05 9.728316642919816e-06 -154.7974210984084 6.008792302699732e-06 1 290.93322516168035 14.509615594445473 ""
89 61 226089 2.951388888888653e-10 0.022585389006366082 "" 1 "" 1.5233151484142848e-05 8.65957743111054e-06 69.49440269603478 4.8773677955660665e-06 1 290.93316437221426 14.509630557688808 ""
90 62 226090 5.173611111110698e-10 0.008448231309667788 "" 1 "" 2.3999710185495168e-05 9.523457259837869e-06 87.17843489492859 6.42011183285525e-06 1 290.93290913648633 14.509656863762439 ""
91 63 226091 1.615972222222093e-09 0.013783615570869231 "" 1 "" 2.7426573870474796e-05 2.480936829722696e-05 115.63608162382174 1.1077350782430842e-05 1 290.93329589854267 14.509706801253659 ""
92 64 226092 1.484027777777659e-09 0.02165029819500289 "" 1 "" 4.4073291709314246e-05 1.6572431281689076e-05 63.20260825960463 1.1476861306535345e-05 1 290.93291895583184 14.50972190715673 ""
93 65 226093 1.865972222222073e-09 0.021955068436054236 "" 1 "" 4.073783184173978e-05 1.8731670405548493e-05 -145.2673818045317 1.1730850100736791e-05 1 290.93299758878675 14.509723714148546 ""
94 66 226094 4.506944444444084e-10 0.004015707112688472 "" 1 "" 1.7420340978724655e-05 1.0145106262589431e-05 103.73406074946466 5.6454543744973204e-06 1 290.9331728144314 14.509708979002372 ""
95 67 226095 1.2611111111110103e-09 0.018527112602671442 "" 1 "" 2.53588663178791e-05 1.6658458957755923e-05 -138.75231067615937 8.728198301462685e-06 1 290.9330686105604 14.509750294868677 ""
98 68 226098 7.812499999999375e-10 0.008183350950999205 "" 1 "" 2.3446836449403626e-05 1.8297946265516205e-05 -165.7699089764107 8.796007215894462e-06 1 290.93311591176877 14.509781134636292 ""
99 69 226099 6.430555555555041e-10 0.0049611977083054174 "" 1 "" 1.798097673317254e-05 1.4449985809491391e-05 169.2560443584408 6.845144584417024e-06 1 290.9332558338304 14.509779591590904 ""
100 70 226100 1.5708333333332076e-09 0.015295362059360483 "" 1 "" 4.320525392662355e-05 2.6822694293198585e-05 -161.55457211297596 1.4456453275103556e-05 1 290.9331622863788 14.509794860436658 ""
101 71 226101 4.111111111110782e-10 0.00420327121117361 0.0002822810563248338 1 1 1.4497960648071741e-05 9.662916382624348e-06 -145.0768340788318 5.026316650129685e-06 0 290.93330588535844 14.509801127947748 ""
102 72 226102 5.479166666666229e-10 0.0043377837069870275 "" 1 "" 2.9406298002146616e-05 7.752032037052232e-06 97.70627099161926 6.411656280799371e-06 1 290.9329868255625 14.509820482027099 ""
103 73 226103 1.6881944444443094e-09 0.016556436062633368 "" 1 "" 4.493610729049674e-05 1.6763154457574974e-05 60.3128245359528 1.1655150161573586e-05 1 290.93307332039876 14.509838478047936 ""
104 74 226104 1.5097222222221014e-09 0.010553552095953463 "" 1 "" 4.544249896372113e-05 1.7772807081223747e-05 -159.2500622171595 1.206844713450011e-05 1 290.93280085760506 14.509826433172584 ""
106 75 226106 1.05694444444436e-09 0.008417400673530166 "" 1 "" 4.2664038010884354e-05 1.4155251159520694e-05 -156.04610321148206 1.0435951318848583e-05 1 290.93292449165835 14.509877638296157 ""
107 76 226107 1.0423611111110277e-09 0.008722732557941475 "" 1 "" 2.541411492395938e-05 1.9057126767928488e-05 94.1756418180967 9.345627830318676e-06 1 290.9329748544774 14.509897266334068 ""
108 77 226108 1.8736111111109613e-09 0.013878137713521739 "" 1 "" 3.072214497202451e-05 2.9327234250910362e-05 67.2519621136745 1.274687118824468e-05 1 290.9331890349214 14.509908202914112 ""
111 78 226111 2.944444444444209e-10 0.0026033936502441206 "" 1 "" 1.2630809300096759e-05 8.588157958821124e-06 -167.27245063625523 4.422907705904468e-06 0 290.9314367144165 14.509895320875852 ""
112 79 226112 4.388888888888538e-10 0.006134047231039367 "" 1 "" 1.718152295472614e-05 1.0205480672047808e-05 -170.53715849266356 5.62328165367788e-06 1 290.93283914289026 14.509898771665371 ""
113 80 226113 7.722222222221604e-10 0.005884327422503527 "" 1 "" 3.3348066753595686e-05 1.1176808175621294e-05 126.73192603678903 8.198539732466337e-06 1 290.9332788262106 14.509920626646252 ""
115 81 226115 1.812499999999855e-10 0.0013854762728780278 "" 1 "" 9.938965654924328e-06 7.105921378269119e-06 166.32723342407215 3.5688070645101546e-06 1 290.9331333349357 14.509946121756068 ""
117 82 226117 9.013888888888168e-10 0.008364335715113939 "" 1 "" 2.7488205962547458e-05 1.9040936634737117e-05 62.48100881849875 9.71537633232685e-06 1 290.93331183009434 14.50997322883206 ""
119 83 226119 1.72152777777764e-09 0.06314090823031268 0.007622747469597005 1 1 3.214174739135903e-05 2.1459892175147497e-05 -2.471298162398271 1.091612809716994e-05 0 290.93283014188705 14.509998782760317 ""
120 84 226120 2.308333333333149e-09 0.02329938199823451 "" 1 "" 4.0303268319906485e-05 2.4322477908276187e-05 67.49482182955526 1.3295856454985068e-05 1 290.9333347732068 14.510008602599791 ""
121 85 226121 2.361111111110922e-10 0.0018400692210606103 "" 1 "" 1.1585670612374175e-05 8.165774241494538e-06 163.95678281699648 4.1304897516107365e-06 0 290.9311894935611 14.509996916546427 ""
123 86 226123 4.638888888888518e-10 0.012776885931555976 0.0022037637770359487 1 1 2.9397209263486012e-05 1.5375237300943128e-05 112.83081934145315 5.526168592332951e-06 0 290.9327815051122 14.510002040140854 ""
124 87 226124 3.074999999999754e-09 0.02888579527282359 "" 1 "" 5.866294582103888e-05 3.1201029413749365e-05 59.373382681770266 1.816806484580057e-05 1 290.93309279856146 14.510038251388474 ""
125 88 226125 1.0631944444443594e-09 0.008240112283511073 "" 1 "" 2.698465959902974e-05 1.8395790298547466e-05 90.08457761339447 9.461499550740026e-06 1 290.9329822873347 14.51001571878231 ""
126 89 226126 1.4104166666665538e-09 0.010357920057770224 "" 1 "" 3.7682267500666437e-05 1.7743620241722568e-05 87.31668243876248 1.0980747548125354e-05 1 290.93313851468923 14.510041466534679 ""
127 90 226127 1.1111111111110223e-10 0.002479651696063122 "" 1 "" 7.7195276932751e-06 6.047853456673459e-06 50.905129705456844 2.901604863089413e-06 1 290.9327893727601 14.510019838031566 ""
128 91 226128 5.78472222222176e-10 0.004371693427595151 "" 1 "" 2.1995240667076222e-05 1.0924915152809244e-05 65.40625750976461 6.582875955029544e-06 1 290.9333871347088 14.510074512790672 ""
130 92 226130 2.87499999999977e-10 0.0027162349027913145 "" 1 "" 1.5264891212321818e-05 7.395133547671073e-06 76.60099688795226 4.51192782041621e-06 0 290.9325987010882 14.510074365311315 ""
132 93 226132 2.440972222222027e-09 0.028596610642306883 "" 1 "" 3.585342003988982e-05 2.6567714653462312e-05 48.76608009940668 1.3106437764405696e-05 1 290.93284355341416 14.510110409791189 ""
134 94 226134 9.229166666665928e-10 0.008329994291994236 "" 1 "" 2.3457246901448745e-05 1.6738997630560927e-05 55.17241358149939 8.414833349493471e-06 1 290.93257599797306 14.51011858160687 ""
135 95 226135 1.9229166666665127e-09 0.02930571467065841 "" 1 "" 4.2871173952835524e-05 1.7018410015503688e-05 78.66205294760029 1.1470555626323388e-05 1 290.9330629052984 14.51013976942122 ""
136 96 226136 4.0208333333330116e-10 0.0050255191286309175 0.00029152768212471785 1 1 1.3029672664994466e-05 1.0294538518348961e-05 -163.47990291915045 4.918271171643527e-06 0 290.9326531692502 14.510125535956089 ""
137 97 226137 1.0506944444443603e-09 0.010284827776519036 "" 1 "" 4.420749758192638e-05 1.4049443485679116e-05 148.45317917365648 1.058326821557718e-05 1 290.9329102857089 14.510146102123793 ""
139 98 226139 2.923611111110877e-10 0.00388187976324949 "" 1 "" 1.6999725085735734e-05 8.17984197729899e-06 57.7078139003716 5.007669773486806e-06 1 290.93302783988406 14.510171785279564 ""
140 99 226140 3.680555555555261e-10 0.006279333617577899 "" 1 "" 1.3146618739689588e-05 1.0553357394336802e-05 50.53380652148975 5.002010892404947e-06 0 290.9330048203953 14.510180519949786 ""
141 100 226141 9.479166666665908e-10 0.0068645204465964905 "" 1 "" 2.3431894904989776e-05 1.740252240550191e-05 -151.3834618813505 8.575354492486331e-06 1 290.93256706702766 14.510202429293594 ""
142 101 226142 9.965277777776981e-10 0.006841040874376486 "" 1 "" 3.448428198609655e-05 1.2848582226125825e-05 84.64298321742798 8.938825802773882e-06 1 290.93332043421276 14.510249244522269 ""
143 102 226143 3.6895833333330384e-09 0.027594369076738928 "" 1 "" 6.760592273959745e-05 2.678630543114588e-05 108.6712351068755 1.807136911580765e-05 1 290.9333474425341 14.510314656409369 ""
144 103 226144 4.833333333332946e-10 0.007280813984958805 0.001092626584529848 1 1 2.6238158475181706e-05 1.725779442337495e-05 -146.21483015500422 5.159513931496531e-06 0 290.9329187080874 14.51032257542584 ""
145 104 226145 3.173611111110857e-10 0.0027394732098754274 "" 1 "" 1.503331285108689e-05 8.690020196194404e-06 113.39989253946861 4.853779203903045e-06 0 290.933036004206 14.510398090180125 ""
146 105 226146 1.753472222222082e-09 0.013248158235969965 "" 1 "" 4.2422419975446944e-05 1.9363099172026796e-05 80.14219030932355 1.217103273301181e-05 1 290.93346901024273 14.51046906402445 ""
147 106 226147 1.0937499999999126e-09 0.007988686033283284 "" 1 "" 2.9976849937634855e-05 1.6810578515366725e-05 95.53118608637142 9.532934359266198e-06 1 290.93348651385503 14.510725859430455 ""
148 107 226148 3.4222222222219483e-09 0.022902043706836024 "" 1 "" 7.101380267897006e-05 2.7005996781927265e-05 107.37607025702745 1.859703747838557e-05 1 290.93340251032987 14.51082108165954 ""
149 108 226149 1.871527777777628e-09 0.012506282441531742 "" 1 "" 3.9231548799128874e-05 2.478474022447518e-05 103.31638627447042 1.3241957463883621e-05 1 290.9334255569766 14.510940271188668 ""
150 109 226150 7.62499999999939e-10 0.011981425579529678 0.0008613812643630503 1 1 1.7957363881481612e-05 1.2360683159618023e-05 62.73650583831223 6.326810179526259e-06 0 290.93272060278355 14.5112304954154 ""
151 110 226151 1.0395833333332502e-09 0.006873327045482619 "" 1 "" 3.5990475593590104e-05 1.5009565462522395e-05 134.4566217256888 9.870067629370573e-06 1 290.93333297431275 14.511519640158753 ""
0 111 93000 1.130401234568082e-09 "" 0.0014978778385937982 "" 1 2.949210745372829e-05 1.4025534255766079e-05 143.98749082291482 8.636840241591323e-06 1 290.93246731466644 14.50546646506169 ""
1 112 93001 7.233796296297453e-10 "" 0.0010937105202655734 "" 1 1.7027832684482582e-05 1.498734945582755e-05 170.36853521673 6.783977204405276e-06 1 290.93225496591486 14.50594351211281 ""
2 113 93002 4.783950617284716e-10 "" 0.0009472957573281725 "" 1 1.493051092811326e-05 1.017919467985735e-05 45.003282940045956 5.235236686823765e-06 1 290.9312783422645 14.506066095020389 ""
3 114 93003 9.490740740742258e-10 "" 0.0022878730579467886 "" 1 1.704921603917647e-05 1.6328094715760774e-05 -150.70775187005395 7.085365175592463e-06 1 290.93236236812106 14.50620547255814 ""
5 115 93005 1.141975308642158e-09 "" 0.0019920873133719348 "" 1 2.0932527643574234e-05 1.7766454273143735e-05 -139.50638380121052 8.189426583702353e-06 1 290.932484166506 14.506221569236992 ""
6 116 93006 1.3869598765434316e-09 "" 0.0023715888530910383 "" 1 2.2865138297950148e-05 2.0378392406509078e-05 122.5128632619309 9.166723941038081e-06 1 290.93243687366925 14.506237585895692 ""
7 117 93007 5.131172839506994e-10 "" 0.0005641115950830349 "" 1 1.7026689719801508e-05 1.113080739056439e-05 -140.4656675931528 5.846160318365899e-06 1 290.9325795150085 14.506496919011722 ""
8 118 93008 6.19212962963062e-10 "" 0.000727954172718661 "" 1 1.8230396227247162e-05 1.2858715401385485e-05 -166.23598185132792 6.501882579122182e-06 1 290.9326155061886 14.506502132550471 ""
9 119 93009 7.202932098766584e-09 "" 0.010844613860375938 "" 1 5.871232608641562e-05 4.765855813108013e-05 -154.95409953117746 2.246349715376428e-05 1 290.93267591217534 14.506863939189278 ""
10 120 93010 9.413580246915085e-10 "" 0.0009908296943194489 "" 1 3.127849097846218e-05 1.2747901777509055e-05 81.60954023503048 8.479778857301471e-06 0 290.93263333906407 14.506986292299919 ""
12 121 93012 3.395061728395605e-10 "" 0.0003840178017967935 "" 1 1.2391043227164824e-05 1.0259054403420358e-05 -144.31980361349693 4.787952998393858e-06 0 290.93278111989844 14.507276112269663 ""
13 122 93013 2.748842592593032e-09 "" 0.0029961564079809544 "" 1 4.258516315093202e-05 2.677430936122896e-05 76.40827757902291 1.4339386549095493e-05 1 290.93267508849 14.507340145019088 ""
15 123 93015 2.2820216049386364e-09 "" 0.006064568893402501 "" 1 2.7666816238763326e-05 2.420324358179808e-05 161.47440763497337 1.0989012174683085e-05 0 290.93274865212567 14.507379898724842 ""
16 124 93016 3.1944444444449554e-09 "" 0.003759380597685198 "" 1 7.060140689156506e-05 2.5626631042022156e-05 -167.5423248334631 1.8063200883330437e-05 1 290.93278421222016 14.50742501828729 ""
25 125 93025 7.098765432099901e-10 "" 0.0009249805374473329 "" 1 2.084547229792342e-05 1.2725258605148376e-05 67.91765337455368 6.916421531921149e-06 1 290.9328768716774 14.507738420020289 ""
27 126 93027 7.793209876544456e-10 "" 0.0025074496732441073 "" 1 3.30367999422664e-05 1.2290262021644164e-05 86.83127231311201 8.557005943699046e-06 1 290.93295363393474 14.507797679377962 ""
28 127 93028 5.7966820987663595e-09 0.03877038962008681 0.04123316906121955 1 1 5.215528484349971e-05 4.4462059185843945e-05 179.74758572448886 2.0449666181546515e-05 1 290.9329348467543 14.507830841618894 ""
30 128 93030 2.8587962962967535e-09 "" 0.005674289153700188 "" 1 3.3290685214066966e-05 2.9743019834471003e-05 45.37086917570284 1.3362760155737638e-05 1 290.93296872545454 14.508180598362875 ""
31 129 93031 1.9405864197533968e-09 "" 0.0025098671150126464 "" 1 3.863254184921298e-05 2.3968265610463662e-05 -152.86834875511605 1.2922222726618427e-05 1 290.93331263522947 14.509201869772939 ""
38 130 93038 8.77700617284091e-10 "" 0.00536283542493473 "" 1 2.891786449581019e-05 1.275182475488336e-05 58.375508086843816 8.154766929096808e-06 1 290.932874780307 14.509505234104093 ""
39 131 93039 8.410493827161839e-10 "" 0.0009336660235292864 "" 1 2.641967652995622e-05 1.338487167842993e-05 91.97334075541505 7.985702555865732e-06 1 290.9330180577509 14.509514371933701 ""
41 132 93041 1.7939814814817683e-10 "" 0.002011073955587105 "" 1 1.150560185387332e-05 6.68797422487372e-06 172.96175994422754 3.72515409073876e-06 1 290.9329432445433 14.509511004590511 ""
43 133 93043 6.944444444445555e-10 "" 0.0019976087500050773 "" 1 2.2757910142024808e-05 1.2006954735388316e-05 70.10290021632133 7.0198026338259975e-06 1 290.93303191307893 14.509570379932219 ""
45 134 w51e2w 4.1473765432105395e-09 "" 0.3913890199131796 "" 1 4.6482543224802326e-05 3.398234899927534e-05 54.43963781740715 1.6877725327553778e-05 0 290.93296759293696 14.5096041621622 ""
46 135 93046 2.7391975308646356e-10 "" 0.012435558901001537 "" 1 1.4046711154846553e-05 8.332547931174245e-06 -141.62272709603135 4.594291132704711e-06 1 290.9329465499267 14.50956367302604 ""
49 136 93049 3.298611111111639e-10 "" 0.0139572326885337 "" 1 1.6794769525569543e-05 8.793806641994557e-06 48.0545198865053 5.160808643378737e-06 1 290.93291601987363 14.509584908291696 ""
50 137 93050 6.037808641976274e-10 "" 0.0011179394076258876 "" 1 3.3769119165542656e-05 1.400544316082379e-05 161.2269580551344 9.235290692683063e-06 1 290.9330449080076 14.50961179980551 ""
