226.1GHz_dend_flux 226.1GHz_detected 226GHz_dend_flux 226GHz_detected 226GHz_snr 93.0GHz_dend_flux 93.0GHz_detected 93GHz_dend_flux 93GHz_detected _idx _index _name area_ellipse area_exact major_fwhm minor_fwhm position_angle radius rejected x_cen y_cen 226.1GHz_Ellipse_peak 226.1GHz_Ellipse_sum 226.1GHz_Ellipse_rms 226.1GHz_Ellipse_median 226.1GHz_Ellipse_npix 93.0GHz_Ellipse_peak 93.0GHz_Ellipse_sum 93.0GHz_Ellipse_rms 93.0GHz_Ellipse_median 93.0GHz_Ellipse_npix 45.0GHz_Ellipse_peak 45.0GHz_Ellipse_sum 45.0GHz_Ellipse_rms 45.0GHz_Ellipse_median 45.0GHz_Ellipse_npix 226.1GHz_Circle_peak 226.1GHz_Circle_sum 226.1GHz_Circle_rms 226.1GHz_Circle_median 226.1GHz_Circle_npix 93.0GHz_Circle_peak 93.0GHz_Circle_sum 93.0GHz_Circle_rms 93.0GHz_Circle_median 93.0GHz_Circle_npix 45.0GHz_Circle_peak 45.0GHz_Circle_sum 45.0GHz_Circle_rms 45.0GHz_Circle_median 45.0GHz_Circle_npix 226.1GHz_Annulus_peak 226.1GHz_Annulus_sum 226.1GHz_Annulus_rms 226.1GHz_Annulus_median 226.1GHz_Annulus_npix 93.0GHz_Annulus_peak 93.0GHz_Annulus_sum 93.0GHz_Annulus_rms 93.0GHz_Annulus_median 93.0GHz_Annulus_npix 45.0GHz_Annulus_peak 45.0GHz_Annulus_sum 45.0GHz_Annulus_rms 45.0GHz_Annulus_median 45.0GHz_Annulus_npix
0.0143567569917603 1 "" "" "" "" "" "" "" 14 10 226014 4.25203785372504e-10 1.1736111111110173e-09 2.4895150256896008e-05 2.1747026451632192e-05 155.25406931412383 9.880970285399793e-06 0 290.93292269019327 14.507540856974256 0.0016108741983771324 0.0065214954237933775 0.00024692128063098534 0.00107642263174057 612.0 0.0003070493112318218 0.0003836744144051774 4.694958769934867e-05 0.00021401161211542785 218.0 9.675690233405027e-05 7.714640983592161e-05 3.231721295904851e-05 2.7359092336786973e-05 53.0 0.0016108741983771324 0.00727471534540364 0.0002535479721478984 0.0010058392072096467 704.0 0.0003070493112318218 0.0004199518398477655 5.416908140277306e-05 0.0002102766593452543 251.0 9.675690233405027e-05 8.809195156820755e-05 3.063097286831235e-05 2.666012822157884e-05 63.0 0.0009588781977072358 0.0036191903404434417 0.00023052077395536514 0.000411882036132738 905.0 0.00022250248002819717 0.0003448479194902543 7.391250724767085e-05 4.198379610897973e-05 679.0 0.00012034941644833409 0.0008514350588651039 3.4247786525216395e-05 2.6792131722152666e-05 508.0
0.016014219186084328 1 "" "" "" 0.002506022168802473 1 "" "" 15 11 226015 3.298161971776379e-10 1.2506944444443443e-09 2.277125233542488e-05 1.9746486023006418e-05 2.0319426496131157 8.702359536520302e-06 0 290.9334733706262 14.507546039709489 0.0023574368096888065 0.007601713849457005 0.00037158421692699834 0.0014681854518130422 505.0 0.001107182470150292 0.0011837375224336946 0.00015889898490302178 0.0008093868382275105 182.0 0.00010497152296411203 0.0001238946176997991 3.210074437965652e-05 5.372260299242861e-05 46.0 0.0023574368096888065 0.008473203218327417 0.0003821852449601389 0.0013920223573222756 587.0 0.001107182470150292 0.0013253605536374205 0.00016517955918089633 0.0007694967789575458 211.0 0.00010497152296411203 0.00013031491298447993 3.760097430786671e-05 5.100497707726234e-05 53.0 0.0009636461036279798 0.002882367043375675 0.00024025036486764715 0.0003857585834339261 849.0 0.0002918789105024189 0.0004129816852002537 6.238749771481462e-05 6.777145608793944e-05 651.0 0.00013614552783957338 0.00036300870272782987 4.490722747539878e-05 -1.1741126999797336e-05 494.0
0.013260489543489512 1 "" "" "" "" "" "" "" 16 12 226016 6.622498332058825e-10 1.3847222222221114e-09 5.1880522635087156e-05 1.6253055843393727e-05 -177.78873204086955 1.2331387948254206e-05 1 290.9327670041711 14.507562011917887 0.0025749029591679573 0.006361293836566494 0.0005008138904851818 0.0005601086304523051 949.0 0.000340097991283983 0.00030600287148545237 7.753723301720055e-05 7.249794725794345e-05 344.0 0.00012189691038714828 0.00020523230268024205 3.4514288960056555e-05 4.227352170631708e-05 86.0 0.0025749029591679573 0.012232871559704492 0.0004509292178646796 0.0003494969569146633 3045.0 0.000340097991283983 0.0006017321555770298 7.420402969243397e-05 5.271092231851071e-05 1096.0 0.00014072858665331006 0.0005911568236295578 3.437251097369938e-05 3.725833592586758e-05 276.0 0.00072773068677634 0.0019793585498174234 0.0002737944738680467 5.357343252399005e-05 1506.0 0.0001918446214403957 0.00016317725460679046 5.7773572897891464e-05 -1.664881710894406e-05 1047.0 0.00012277227657753 0.0009875659896598269 3.777836243617794e-05 2.0927613057843482e-05 695.0
0.030290604409304093 1 "" "" "" 0.003025525040242662 1 "" "" 18 13 226018 5.893127634381983e-10 1.6909722222220869e-09 3.068486832706688e-05 2.4453391196887886e-05 150.30884211166992 1.1632523961260836e-05 0 290.93288632405324 14.507582906260383 0.003982785157859325 0.017688623595363422 0.0008600454253871284 0.0020350217819213867 846.0 0.0012292552273720503 0.0019544209639022958 0.00021980596681200125 0.0008044572314247489 302.0 0.00012153689423809428 0.00016069226829771294 3.4906947474978826e-05 3.496960651635284e-05 75.0 0.003982785157859325 0.02026011659055383 0.0008864981805079939 0.0017688027583062649 1068.0 0.0012292552273720503 0.0023123260894335356 0.00022764195228700156 0.0007189425523392856 383.0 0.00012153689423809428 0.00022509784960911185 3.370023359516499e-05 4.246810567266661e-05 96.0 0.00099263119045645 0.0033749196875958952 0.0003290167151456012 0.00026453076861798763 1036.0 0.00041277831769548357 0.0009974421648702367 0.00011578768169658774 0.0001470492861699313 756.0 0.00012336240097425208 0.0007701396795372684 3.6282383301470244e-05 1.7485106936448462e-05 550.0
0.01078859622979431 1 "" "" "" "" "" "" "" 22 14 226022 5.115944291394789e-10 1.3388888888887818e-09 3.825019674718845e-05 1.7029803848309106e-05 102.00546296970725 1.0838369068308702e-05 1 290.9328228358637 14.507651098281494 0.0010204052086919546 0.004278662362745146 0.00017777626995060678 0.0005975494859740138 735.0 0.00016764544125180691 0.00023525346257531054 3.426959652378827e-05 0.00011099411494797096 265.0 2.591926079866084e-05 2.4118800839049742e-06 3.89666784201927e-05 -4.3990616405582945e-05 63.0 0.0010204052086919546 0.007923338706765709 0.0002129891971338852 0.0004891884746029973 1647.0 0.00016764544125180691 0.0004560500180223273 4.097416855645937e-05 9.77937233983539e-05 597.0 3.6897270858018105e-05 1.1240107802137899e-05 4.027422801717235e-05 -4.967904468872545e-05 149.0 0.0008269132813438773 0.0018887867329621907 0.0003148930699369845 2.0933102859999053e-06 1198.0 0.00019115748000331223 0.0003989788076197802 6.536833522463507e-05 6.114028656156734e-05 856.0 8.209122556835422e-05 0.0002149631329403186 4.726279410264641e-05 -3.8195107485498234e-05 604.0
0.011381474688779534 1 "" "" "" "" "" "" "" 23 15 226023 1.1540271561118965e-10 3.590277777777491e-10 1.482266373947415e-05 9.913049720838412e-06 64.84842482413556 5.14765042512838e-06 1 290.93291243723877 14.507638488712953 0.0032000159844756126 0.004326078013022633 0.0002803030692408781 0.0026409670244902372 165.0 0.0018446978647261858 0.0007781542913009153 0.00017769409603860878 0.0016277036629617214 61.0 0.00022956815012193196 0.00011176151647230294 7.438086138401768e-05 0.00016825959930014123 15.0 0.0032000159844756126 0.006192118007322248 0.00032914353255182003 0.002501994837075472 248.0 0.0018446978647261858 0.0010606453054888055 0.00022668997030169335 0.0015781223773956299 87.0 0.00022956815012193196 0.00015941957808003385 7.147928876238806e-05 0.00016465689421301793 23.0 0.0019480254268273711 0.007645643455540034 0.000431276331545589 0.0011859865626320243 676.0 0.0009905645856633782 0.0018971576113875528 0.00021447346813735412 0.00038810918340459466 535.0 5.694427402514085e-05 0.00013712105836331803 5.063864161937042e-05 -3.0790364934283735e-05 441.0
0.0034798608993757644 1 "" "" "" "" "" "" "" 24 16 226024 4.1233520532465394e-11 1.2222222222221245e-10 7.956762120979904e-06 6.598292360895585e-06 -146.48410754851523 3.076991102808728e-06 0 290.9329127421085 14.507659413824936 0.00238819164223969 0.0013341838790373397 0.00010421437900696914 0.0022324887104332447 61.0 0.0009550383547320962 0.00014978374030898104 3.0256350196876038e-05 0.0008902003173716366 21.0 -4.083374528346665e-05 0.0 1.3522812936885784e-05 -5.2915792120124055e-05 6.0 0.00238819164223969 0.0014964453348860595 0.00011123304351423141 0.0022155262995511293 69.0 0.0009550383547320962 0.00018398604880799968 3.7552693548259834e-05 0.0008817750494927168 26.0 -4.083374528346665e-05 0.0 1.2630132020867296e-05 -5.225146162498377e-05 7.0 0.0023744036443531513 0.0057617756806436415 0.00042603927869284676 0.0010654428042471409 518.0 0.0018446978647261858 0.0020857091795375223 0.00046148780301046596 0.0004484783858060837 448.0 0.00017764429284383688 0.0001690078228813211 5.201502345368319e-05 -3.0790364934283735e-05 389.0
0.0024869251815357505 1 "" "" "" "" "" "" "" 26 17 226026 7.291986628634938e-11 1.7152777777776407e-10 1.3237930170183391e-05 7.013637088766856e-06 -155.85466727493917 4.0918901289286856e-06 1 290.9329158540699 14.507692959486176 0.0013773934915661812 0.0011262263574475957 0.0001499000093271139 0.0010830573737621307 104.0 0.0003405494790058583 9.109172542297015e-05 2.8305380256797832e-05 0.0003060069866478443 38.0 2.543865525972338e-05 3.091847881279636e-06 2.053399169431387e-05 -1.3509321749980909e-05 10.0 0.0013773934915661812 0.0019474357131453871 0.00018934114496162475 0.0009781073313206434 198.0 0.0003516809665597975 0.0001769559614263289 2.9234478915666474e-05 0.0003068410442210734 73.0 2.543865525972338e-05 5.34282704193359e-06 1.8187305321178087e-05 -1.3452058969790723e-05 21.0 0.001145319314673543 0.0038915028628696583 0.0002392561085430834 0.0006369643961079419 640.0 0.0005594594404101372 0.0010714782849216584 0.00010669947916880135 0.0002729381085373461 522.0 0.001152954922660622 0.0012249769528374047 0.00019579186844790062 -3.134783667444786e-05 436.0
0.0018517506243539586 1 "" "" "" "" "" "" "" 28 18 226028 2.2818244462144063e-11 7.569444444443838e-11 6.734582276301586e-06 4.314088777090257e-06 -139.35903120656172 2.2889807824015016e-06 1 290.93294391751584 14.507714018063128 0.002611898584291339 0.0007087335269742809 0.00022914024981875403 0.002275284845381975 32.0 0.0032683450262993574 0.0002985611169481806 0.00027709919594634595 0.002944168634712696 13.0 0.0011499648262201538 0.00016678391249453321 9.472718943965236e-05 0.0011137558965870376 3.0 0.002611898584291339 0.0010467832803831541 0.00030275682453486573 0.0020986534655094147 51.0 0.0032683450262993574 0.0003592384762425449 0.00035578913831998065 0.0029101003892719746 16.0 0.0011499648262201538 0.00021109418451937905 0.00012451161651725058 0.0010235656646123382 4.0 0.0014031820464879274 0.0018314962523949029 0.0005988412304136198 1.8002479919232428e-05 489.0 0.0015922749880701303 0.001603627240699619 0.0003263739654077507 0.00036686696694232523 431.0 0.00016551561774761974 0.00047224547659997014 5.9666592383672254e-05 -2.0002344081626585e-06 385.0
0.0080456064625754 1 "" "" "" "" "" "" "" 31 19 226031 1.8627854643301287e-10 4.312499999999655e-10 3.0024730012707723e-05 7.899529803332866e-06 94.90017480153764 6.540070838205422e-06 1 290.9329346553541 14.507742284340432 0.0016555378679186106 0.0037167348316266067 0.00012042517608755347 0.0013823388144373894 274.0 0.0008084987057372928 0.0004509696876615217 6.118922400011507e-05 0.0006154101574793458 92.0 0.00010349430542685019 4.020747448017469e-05 3.83614879740186e-05 3.03722083172187e-05 21.0 0.0016555378679186106 0.010414442626345251 0.00032196192467449973 0.001072223880328238 1022.0 0.0009383096476085484 0.001587464551171378 0.0001167572256643776 0.000542655005119741 365.0 0.00016551561774761974 0.00021425654966801064 5.830473626551123e-05 3.700261016786643e-05 90.0 0.0014031820464879274 0.0045461608101899946 0.000461004373536495 0.0002597600978333503 1022.0 0.0032683450262993574 0.0028573464225512884 0.0006184440886978527 0.0002865905116777867 750.0 0.001152954922660622 0.0010306053056990453 0.00012156176577258722 -7.475823831341008e-06 540.0
0.00901084912858006 1 "" "" "" "" "" "" "" 32 20 226032 2.3627142528389215e-10 7.847222222221594e-10 2.3371803002581157e-05 1.2871717408008963e-05 64.97152721461651 7.365574604330573e-06 1 290.93287267413507 14.507741879304136 0.001598034636117518 0.004101479969773671 0.00028017750182923154 0.0013010038528591394 341.0 0.0005028027226217091 0.0003713391111759921 8.495244840242509e-05 0.0003907107748091221 122.0 4.6368237408200914e-05 5.872374699077564e-06 2.3900526830734404e-05 -9.17553097544756e-06 31.0 0.001598034636117518 0.006203683857621328 0.0003623766737551474 0.0010280457790941 618.0 0.0005028027226217091 0.0006022165609702374 0.00010215782850903586 0.0003401385620236397 224.0 4.9985520756739044e-05 1.033388346880668e-05 3.053141258386553e-05 -1.587245917554966e-05 57.0 0.0007166075520217419 0.0009247172412483959 0.0004916090702843188 1.6488471374032088e-05 874.0 0.0002426410501357168 0.00040096261834574395 6.237932294700725e-05 7.188850577222183e-05 659.0 7.283048560761622e-05 0.00014407271449719974 3.4543981988145676e-05 -2.6620572658411735e-05 504.0
0.03877038962008681 1 "" "" "" "" "" "" "" 34 21 226034 4.1156186239631213e-10 1.1909722222221269e-09 3.773408777527743e-05 1.3887330807159314e-05 89.85055064467188 9.721171256162374e-06 1 290.9329539953935 14.507804870591418 0.004339668434113264 0.01585203055241041 0.0008427553855737227 0.0023929744493216276 598.0 0.0010356782004237175 0.001293191461283481 8.20373064514384e-05 0.0007504568202421069 213.0 0.00012090212412208781 3.89108811072909e-05 4.72747382690594e-05 -1.5146417663083608e-05 54.0 0.004339668434113264 0.032700009780749724 0.0009015445716384502 0.0018985348287969828 1616.0 0.0010356782004237175 0.0029199206640493753 0.00015833318417483814 0.0006585182272829115 578.0 0.00012090212412208781 8.483786232747386e-05 4.4807235427224536e-05 -2.0529671413985308e-05 146.0 0.0023971234913915396 0.008592851380099636 0.0007325328038312603 0.0006550888647325337 1198.0 0.004008572082966566 0.0031863792474813037 0.0005275307830838221 0.0003204522654414177 845.0 0.0026338902460040143 0.005086869551309394 0.0004550083387241427 -1.872715665080136e-07 598.0
0.013635091084618597 1 "" "" "" "" "" "" "" 35 22 226035 2.2738351230614102e-10 6.805555555555011e-10 3.3555493820755676e-05 8.62805387924504e-06 -154.81350612632718 7.225709834644239e-06 1 290.93283257600604 14.5078051036652 0.002280899789184332 0.005562437468510407 0.00032354564716525054 0.0017368394182994962 328.0 0.00041355009307153523 0.00031809758015102497 5.398440810606877e-05 0.0003514860582072288 117.0 0.00014631840619395298 0.00014271976299704627 2.949781778824641e-05 8.294992082512742e-05 31.0 0.002280899789184332 0.01213703537373167 0.0006800146554378794 0.0009834738448262215 1277.0 0.00041355009307153523 0.000969896812228593 8.033694346792827e-05 0.00027449417393654585 456.0 0.0001620716117366535 0.00045178447390425893 3.111396640462986e-05 7.626629968498273e-05 115.0 0.0019155108602717519 0.0060212054548252295 0.0007586611763454053 0.0004901274223811924 1103.0 0.0006209480343386531 0.0013401683613404201 0.0001949532171877569 0.00019890979456249624 794.0 0.00016211961191450503 0.0011375742234324146 5.5463942162073464e-05 2.744029395422602e-05 561.0
