_idx _idy area_ellipse area_exact dend_flux_226GHz dend_flux_93GHz detected_226GHz detected_93GHz major_fwhm minor_fwhm position_angle radius rejected x_cen y_cen 45GHz_annulus_peak 45GHz_annulus_sum 45GHz_annulus_rms 45GHz_annulus_median 45GHz_annulus_npix 226GHz_ellipse_peak 226GHz_ellipse_sum 226GHz_ellipse_rms 226GHz_ellipse_median 226GHz_ellipse_npix 93GHz_ellipse_peak 93GHz_ellipse_sum 93GHz_ellipse_rms 93GHz_ellipse_median 93GHz_ellipse_npix 45GHz_ellipse_peak 45GHz_ellipse_sum 45GHz_ellipse_rms 45GHz_ellipse_median 45GHz_ellipse_npix
226014 10 4.25203785372504e-10 1.1736111111110173e-09 0.0143567569917603 "" 1 "" 2.4895150256896008e-05 2.1747026451632192e-05 155.25406931412383 9.880970285399793e-06 1 290.93292269019327 14.507540856974256 0.00017764429284383688 0.0009132865944313824 4.5454592503809256e-05 8.807823781780819e-06 2028.0 0.0016108741983771324 0.006493253163070157 0.00025121535870806444 0.001056811073794961 613.0 0.0003070493112318218 0.00036641682455192283 5.7725107138564656e-05 0.00020910899911541492 221.0 4.6149145714265735e-05 3.5244523265832092e-06 2.2797851526950188e-05 3.7623579682327636e-06 55.0
226015 11 3.298161971776379e-10 1.2506944444443443e-09 0.016014219186084328 0.002506022168802473 1 1 2.277125233542488e-05 1.9746486023006418e-05 2.0319426496131157 8.702359536520302e-06 0 290.9334716345111 14.507544303598376 0.00013099962560815656 0.0002161930034270748 4.427357222832077e-05 2.0184339452735555e-06 1968.0 0.0023574368096888065 0.007554845173253898 0.00037660878940691767 0.0014706234214827418 503.0 0.001107182470150292 0.0011350822080178978 0.00019631422759793603 0.0007902646320872009 183.0 8.071255218003998e-05 6.391888654693457e-05 4.4840559625838614e-05 3.953238651102535e-05 47.0
226016 12 6.622498332058825e-10 1.3847222222221114e-09 0.013260489543489512 "" 1 "" 5.1880522635087156e-05 1.6253055843393727e-05 -177.78873204086955 1.2331387948254206e-05 1 290.9327670041711 14.507562011917887 0.0001236183795042712 -0.001694681876978581 5.010270686355129e-05 -1.0171913300632158e-05 2756.0 0.0025749029591679573 0.006313733166381767 0.0004953389905375021 0.0005598709685727954 949.0 0.000340097991283983 0.0002399626715780592 6.974186308337743e-05 6.47931665298529e-05 339.0 0.00014072858665331006 0.0002838376496457842 2.955228909780181e-05 6.597637468038567e-05 83.0
226018 13 5.893127634381983e-10 1.6909722222220869e-09 0.030290604409304093 0.003025525040242662 1 1 3.068486832706688e-05 2.4453391196887886e-05 150.30884211166992 1.1632523961260836e-05 0 290.9328845879428 14.507581170149265 0.00015525450563481005 -0.0008540578813040802 5.5729149423157476e-05 -5.0335211557071115e-06 2192.0 0.003982785157859325 0.017057595396807526 0.0009417076533200374 0.0019957092590630054 847.0 0.0012292552273720503 0.0020022437419125526 0.00021367492498307287 0.0007939801434986293 309.0 0.00012153689423809428 0.00015623273008121585 3.681106367992701e-05 3.367300777221671e-05 77.0
226022 14 5.115944291394789e-10 1.3388888888887818e-09 0.01078859622979431 "" 1 "" 3.825019674718845e-05 1.7029803848309106e-05 102.00546296970725 1.0838369068308702e-05 1 290.9328228358637 14.507651098281494 0.00022956815012193196 -0.00042540313809966943 5.4639524084320344e-05 -3.5696638389256217e-06 2400.0 0.0010204052086919546 0.004261855580889244 0.0001782381860730449 0.0005813041934743524 741.0 0.00016764544125180691 0.0002654094553366798 2.835911229260389e-05 0.0001307721686316654 263.0 3.6074952715982052e-06 -0.0002610733700237054 3.993094317977691e-05 -7.094203670301327e-05 67.0
226024 16 4.1233520532465394e-11 1.2222222222221245e-10 0.0034798608993757644 "" 1 "" 7.956762120979904e-06 6.598292360895585e-06 -146.48410754851523 3.076991102808728e-06 1 290.9329127421085 14.507659413824936 0.001152954922660622 -0.0002647824911346343 0.0001196515273845404 -1.7038279718916082e-05 1568.0 0.00238819164223969 0.0013341838790373397 0.00010421437900696914 0.0022324887104332447 61.0 0.0008813770255073905 0.0001366830402266342 8.640604349083474e-05 0.0007501037325710058 23.0 -8.192141047503672e-05 -4.321683483767611e-05 2.4171057866376553e-05 -0.00012802735806265351 7.0
226026 17 7.291986628634938e-11 1.7152777777776407e-10 0.0024869251815357505 "" 1 "" 1.3237930170183391e-05 7.013637088766856e-06 -155.85466727493917 4.0918901289286856e-06 1 290.9329158540699 14.507692959486176 0.00022956815012193196 -0.0011022699778126526 5.283358578838791e-05 -1.4762307539118692e-05 1708.0 0.0013773934915661812 0.001143471494932203 0.00014572294259656215 0.0010872618295252323 105.0 0.00035578361712396145 9.222922638212762e-05 2.85289712827018e-05 0.00031621247762814164 37.0 4.2245793784162125e-05 1.3304536569816485e-05 1.186572469780794e-05 2.9184873850631037e-05 9.0
226028 18 2.2818244462144063e-11 7.569444444443838e-11 0.0018517506243539586 "" 1 "" 6.734582276301586e-06 4.314088777090257e-06 -139.35903120656172 2.2889807824015016e-06 1 290.93294391751584 14.507714018063128 0.0002094571054290365 -0.0010306818109827181 4.8799350655680956e-05 -1.2623348796378462e-05 1544.0 0.002611898584291339 0.000725807570265295 0.0002422755277341382 0.002262350171804428 33.0 0.0031977735925465822 0.00024150521358928952 0.00027926480127067664 0.0027463682927191257 11.0 0.00018491025850451666 9.646271139276347e-06 0.0 0.00018491025850451666 1.0
226031 19 1.8627854643301287e-10 4.312499999999655e-10 0.0080456064625754 "" 1 "" 3.0024730012707723e-05 7.899529803332866e-06 94.90017480153764 6.540070838205422e-06 1 290.9329346553541 14.507742284340432 0.002478726192730498 0.0006294127178667463 0.00016983621828269325 -1.4520362008417126e-05 2168.0 0.0016555378679186106 0.00353133259312493 0.00011736702441749406 0.0013905457453802228 259.0 0.000751463056076318 0.0004357523420901223 6.23723854976033e-05 0.0006346849841065705 89.0 0.00016551561774761974 0.00012209066017500968 4.157943801651873e-05 8.30718263136889e-05 25.0
226032 20 2.3627142528389215e-10 7.847222222221594e-10 0.00901084912858006 "" 1 "" 2.3371803002581157e-05 1.2871717408008963e-05 64.97152721461651 7.365574604330573e-06 1 290.93287267413507 14.507741879304136 0.001152954922660622 0.0011297097352639953 0.00011406401180634596 -5.429847716801732e-06 1992.0 0.001598034636117518 0.004078528152454392 0.0002886043914349076 0.0012750767637044191 343.0 0.0005028027226217091 0.00038145563758106975 8.235013553086559e-05 0.00039167486829683185 125.0 7.732370068148528e-05 7.665484357139974e-06 3.775632845958583e-05 -9.270009662211428e-06 29.0
226034 21 4.1156186239631213e-10 1.1909722222221269e-09 0.03877038962008681 "" 1 "" 3.773408777527743e-05 1.3887330807159314e-05 89.85055064467188 9.721171256162374e-06 1 290.9329539953935 14.507804870591418 0.001152954922660622 0.0030685320196003722 9.805317220598425e-05 1.3856642005808115e-05 2376.0 0.004339668434113264 0.015990410598685962 0.0008438578357889934 0.002438443945720792 599.0 0.0008569103665649891 0.0011729444485232138 9.162347565224315e-05 0.0007177551160566509 207.0 5.1679369719534425e-05 -6.548995761997962e-05 3.056061363609881e-05 -2.7708502889256004e-05 57.0
226035 22 2.2738351230614102e-10 6.805555555555011e-10 0.013635091084618597 "" 1 "" 3.3555493820755676e-05 8.62805387924504e-06 -154.81350612632718 7.225709834644239e-06 1 290.93283257600604 14.5078051036652 0.0026338902460040143 0.003345146333180161 0.00023024058895823414 -7.512208627024621e-06 2280.0 0.002280899789184332 0.005514367031379016 0.00032493123371321657 0.001744726556353271 325.0 0.00041040810174308717 0.00030133353822483485 3.618569949355334e-05 0.00033049628837034106 113.0 0.0001579433884829399 0.0001222588144478037 2.6372700615580553e-05 8.008886042566439e-05 29.0
226037 23 1.7936030582204406e-10 3.833333333333027e-10 0.005305018646842039 "" 1 "" 2.3897010263101406e-05 9.556531112764667e-06 71.21202831300904 6.41747521500979e-06 1 290.93278381983697 14.507842139072853 0.0002292616420439334 0.0010093171042175274 5.292734260149343e-05 8.395076395796544e-06 2012.0 0.00138686946593225 0.0026061580264720844 0.0001822168266857849 0.001018707756884396 261.0 0.00013438911992125213 5.483818745585396e-05 3.4705994005930104e-05 7.277751137735322e-05 95.0 2.8141678460923775e-05 -2.0753772126105514e-05 1.9486680881930345e-05 -1.270083297690415e-05 27.0
226039 24 1.1491814555992174e-09 3.0041666666664264e-09 0.027924139283966826 "" 1 "" 4.3455197724329195e-05 3.367164943478578e-05 -158.3431765341163 1.6244088119568505e-05 1 290.9330377733821 14.507864656380557 0.002210492036724319 0.00555789345849194 0.00014189676101794392 2.6903487032803528e-05 2548.0 0.0012275588233023882 0.012834752807691592 0.00020743100983690392 0.0008032927289605141 1659.0 0.00021222599025350064 0.0005064893475300642 4.484963565248635e-05 0.00010114290489582345 597.0 0.00016617651526689315 0.00016506781198080513 5.150675400558143e-05 1.3940124982081273e-05 149.0
226040 25 4.4233363681998694e-11 1.3888888888887777e-10 0.020458193759900437 "" 1 "" 8.202733363168047e-06 6.866080388048381e-06 74.88180028896005 3.186955616282558e-06 0 290.93293355473514 14.507847345535108 0.0002094571054290365 0.0004908715815176739 6.174155567576535e-05 -2.09025633353671e-06 1588.0 0.014742456376552582 0.00785365942454694 0.0012625228817498167 0.0128334891051054 63.0 0.008598221465945244 0.0011512596685454642 0.0010856670575359862 0.007017749827355146 21.0 0.0012057601295856401 0.00022996492612094684 0.0002146650631175498 0.0008732913738409556 5.0
226041 26 1.0276186644516004e-10 3.0138888888886477e-10 0.01170143439700155 "" 1 "" 1.5298914866467832e-05 8.55241700059357e-06 173.09820523857573 4.857547141326485e-06 1 290.9328313237277 14.507850471520952 0.001483185865120911 0.0018927210063295727 0.00010342829549816393 1.024152546256383e-05 1760.0 0.003216856624931097 0.004360663649567214 0.00015586653232504795 0.0029930134769529104 149.0 0.0007640292751602829 0.00028235435266388737 6.091866828821409e-05 0.0006690941518172622 53.0 1.9514214977925716e-05 -5.860108108844067e-06 1.4908051784286842e-05 -9.97868147123473e-06 13.0
226042 27 3.595361920494132e-11 1.0277777777776956e-10 0.01213793315035278 "" 1 "" 1.0386578515873041e-05 4.407452274743772e-06 -141.0067153687028 2.873242881226722e-06 1 290.9329218285141 14.507863013970917 0.00019264069913347502 0.0009437624205795851 5.9135467144641534e-05 5.208602357499831e-06 1640.0 0.008830161765217781 0.004317355138844488 0.00013321753576409485 0.008625921793282032 51.0 0.0038438462652266026 0.0005458057571827015 0.00018605711286450664 0.00363589427433908 19.0 0.00010676754045917979 2.1335411098454897e-05 1.3768559175568048e-05 7.956759327340635e-05 5.0
226044 29 9.280246086522615e-10 2.67083333333312e-09 0.024861945267822604 "" 1 "" 4.7834341197391226e-05 2.4702289552351403e-05 51.63095774836023 1.4597577125761402e-05 1 290.9329507975369 14.507976297180798 0.00018758052169285823 -0.0007671237993976199 5.888154449219325e-05 -7.688250840027242e-06 2644.0 0.0013662310084328055 0.011255094024637589 0.00017517589752879625 0.0008680957253091037 1337.0 0.00020103465067222714 0.00029293470631593473 6.379270337287205e-05 6.180029595270753e-05 475.0 0.00011502284381842012 0.00012117244747764305 3.255244445528879e-05 2.3214481199325068e-05 121.0
226045 30 4.301107874663111e-10 1.2590277777776771e-09 0.008968342850641374 "" 1 "" 3.536231726181084e-05 1.548663744458314e-05 119.41097596250911 9.937821680784052e-06 1 290.9329189204031 14.508185745149174 0.00025707137194632557 0.0005161147753566471 5.544588868359256e-05 -6.223199748422226e-07 2320.0 0.0008523057913407683 0.0035728003764189846 0.00013986699726474335 0.0006136863958090544 615.0 5.827962013427168e-05 -0.00016435585229794268 4.569208552158377e-05 -9.832786599872634e-05 217.0 0.00020106355570702689 1.1870369657443746e-05 5.7469594120437724e-05 -2.5260463032570224e-06 55.0
226046 31 1.2068124443577496e-09 3.043055555555312e-09 0.021674605092967696 "" 1 "" 5.525483611406176e-05 2.7809104054973152e-05 102.06905934791304 1.6646422841858153e-05 1 290.9327268786135 14.508263923935434 0.00017190920181190493 -0.001187741864808471 5.6176946842274004e-05 -1.0690637776632651e-05 2852.0 0.000861501379404217 0.009353448859900065 0.00012965415202597608 0.0005543818697333336 1737.0 6.663560634478927e-05 -0.00018340117977320926 4.4195776285250944e-05 -4.4379092287272215e-05 629.0 0.00013019503849525288 0.0001527006575203094 4.2530713823549214e-05 1.3020619586269827e-05 159.0
226047 32 1.244655185857347e-09 3.469444444444167e-09 0.02663212446152379 "" 1 "" 5.020952516132882e-05 3.156315813008488e-05 84.67975870682571 1.6905404186431755e-05 1 290.93306983673693 14.508308430324826 0.0001702268668384266 0.0007544931943342287 5.9537221758564185e-05 1.0742486556709384e-06 2728.0 0.0009630019194446504 0.011403985816916764 0.00011231076511256155 0.0006420338759198785 1793.0 3.72491886082571e-05 -0.00020461315376145534 3.383736758316756e-05 -4.6908626245567575e-05 647.0 0.00010407652020377732 6.010874444439666e-05 4.4239599835927633e-05 5.81430743144981e-06 159.0
226048 33 2.06246293065918e-09 4.7222222222218446e-09 0.035430725954048545 "" 1 "" 7.048297898527388e-05 3.725798920841432e-05 109.34395607920528 2.1761764589777386e-05 1 290.9330642389666 14.508614537937817 0.0001782450300507117 -0.0019894559588669674 5.630819591727601e-05 -1.2705820726195411e-05 3264.0 0.0011600456200540066 0.016059102573657457 0.00020718457123617727 0.0005436338833533227 2971.0 7.099754293449223e-05 -0.0004886944625763393 5.23075784919422e-05 -5.734887599828653e-05 1075.0 9.067708491686724e-05 -0.00046522044796763913 4.220652032419038e-05 -3.281507025921302e-05 271.0
226049 34 9.707225141719273e-10 2.269444444444263e-09 0.015371365693502108 "" 1 "" 4.779115312429532e-05 2.58621785276298e-05 100.58750289737978 1.4929614139302998e-05 1 290.9328541022474 14.508720757422122 0.0001348756967782428 -0.0020937759776800823 5.5343054748136216e-05 -1.6196924636157017e-05 2652.0 0.0008655739948153496 0.007325905321873006 0.00011991406590879012 0.0005190855590626597 1409.0 1.8694890968617983e-05 -0.0003084338623039039 6.526566824924555e-05 -6.014695827616379e-05 503.0 0.00013740755664579728 0.00018780670767706804 4.026981189995607e-05 2.277309976788594e-05 125.0
226050 35 2.072407423591232e-09 4.443749999999645e-09 0.030852390854435297 "" 1 "" 7.537551671497575e-05 3.500760091113145e-05 106.07684190822798 2.1814165404959665e-05 1 290.9326268733009 14.508794799076878 0.00014414546604682975 0.0002017668701224962 4.151205365511034e-05 3.1413215099195926e-08 3404.0 0.000770635437220335 0.01346533569259293 0.00017799676796261414 0.0004924976383335888 2977.0 0.0001340413436992094 -0.00025786817523540336 5.489579940999507e-05 -3.0885723390383646e-05 1077.0 3.714469630541797e-05 -0.000312858844399168 2.9466134688002493e-05 -2.1342030757335508e-05 269.0
226051 36 2.8316115148321888e-09 6.002083333332853e-09 0.04418926483100117 "" 1 "" 0.00011129585155770855 3.2394568941750755e-05 139.40099267982814 2.5498689882361977e-05 1 290.93306830459585 14.508873562884931 0.00024266113484650216 0.0005205313934298755 6.815380746849403e-05 -3.22186162989415e-08 4372.0 0.0008413369068875909 0.02058463774443421 0.00015562035629528533 0.000526806921698153 4085.0 7.274909148691222e-05 -0.0009219402018171879 4.577366626636558e-05 -8.835551852826029e-05 1473.0 0.00010293317711780736 0.00020461764509768074 4.403326267229923e-05 1.8629767664475316e-05 369.0
226052 37 8.656019102944741e-10 2.040972222222059e-09 0.013957118462475082 "" 1 "" 3.867170194865236e-05 2.8499840713148382e-05 106.54596703946184 1.4098085344017455e-05 1 290.9328886410627 14.509013316500118 0.00021575523903710314 0.0025549021606051715 6.342215796083364e-05 1.6728177270996828e-05 2408.0 0.0008208582876250148 0.006265066243328878 0.00011460106136275317 0.0005100914277136326 1247.0 0.0001300038566114381 9.875698811082423e-05 4.604849476400131e-05 3.366278178873472e-05 449.0 7.814278490447286e-05 -6.386327596319416e-05 4.116184429780444e-05 -1.5192092781696811e-05 113.0
226053 38 2.097364528549989e-09 5.5111111111106705e-09 0.04477570310203473 "" 1 "" 9.884208255474608e-05 2.7017772719369935e-05 107.95813796187797 2.194512159536523e-05 1 290.9330288090903 14.509136214261344 0.0003076289173466003 0.00019977285922870443 8.695240553678252e-05 -5.091240721048152e-06 4036.0 0.001198875135742128 0.019679957273884805 0.0002252168472033597 0.0006588411051779985 3013.0 6.135609874036163e-05 -0.0007084665628574248 4.869178591768143e-05 -8.814409375190735e-05 1085.0 0.0002302561956925978 0.0008002918394910757 7.279613711544724e-05 5.274718450656872e-05 271.0
226054 39 6.204136153111036e-10 1.6270833333332031e-09 0.010406437924481341 "" 1 "" 3.597402941048812e-05 2.195885783765305e-05 -148.9642808445294 1.1935529546375639e-05 1 290.9333202617032 14.509082027022943 0.0001705782351855295 6.076028345957335e-05 6.008815813633461e-05 7.193657074935914e-07 2340.0 0.0008103986037895083 0.004264564962913812 8.737662324090471e-05 0.000485431170091033 891.0 9.689744911156595e-05 9.479476432750107e-05 3.636503453440921e-05 4.088764762855135e-05 319.0 8.504411744680735e-05 -0.00011746373896037882 4.854123425569677e-05 -4.118890979125313e-05 75.0
226055 40 1.7652581019070893e-09 4.802777777777394e-09 0.0388598588816484 "" 1 "" 6.876378843078712e-05 3.268631264225617e-05 107.09090067122968 2.013284448615727e-05 1 290.9328094334852 14.509144482447718 0.00022928727821181971 -0.0009398559070612322 8.52955272615115e-05 -8.21360697423146e-06 3212.0 0.0012096689315512776 0.016951143167685673 0.0002010435922022536 0.000643027073238045 2539.0 0.000245280796661973 0.0006477668088221473 7.251614803323252e-05 7.04662234056741e-05 911.0 0.0001449397907991358 0.00014577159582722843 6.480443777932433e-05 8.07810553161142e-06 225.0
226056 41 4.5661030595732234e-10 1.2986111111110073e-09 0.009445262351899616 "" 1 "" 4.308467212136037e-05 1.3493991419492407e-05 67.40113719035726 1.023938533495223e-05 1 290.9332107307545 14.509170620023893 0.0001777942147917028 -0.0023893178039893687 6.0937893876153e-05 -1.7947533422778973e-05 2528.0 0.0008624792681075633 0.003923660368118866 0.00010625177066094905 0.000605506356805563 663.0 0.00018208411347586662 0.0001592114199692975 6.115560008076413e-05 8.257092849817127e-05 239.0 7.605999750260223e-05 4.679120752085824e-05 3.483871770885251e-05 1.5147445755415861e-05 61.0
226057 42 2.415814208886118e-10 9.541666666665904e-10 0.013266280046081876 "" 1 "" 2.291636469889114e-05 1.3422558904800546e-05 165.56172515411373 7.447882180220063e-06 0 290.9332989684769 14.509203403334494 0.00018734014656588395 0.0009882675765539254 6.411665867665145e-05 1.001980887279992e-05 1976.0 0.0029675127007067204 0.006381726702042431 0.0006425158951025194 0.001924613257870078 347.0 0.0009507334907539189 0.0006992197385981257 0.00019568774780230787 0.0007172234472818673 129.0 0.0001777942147917028 0.00011512454819343135 6.921895358210742e-05 5.7537782095188676e-05 33.0
226058 43 6.846730184202292e-10 1.5826388888887623e-09 0.010944717252206611 "" 1 "" 4.4021955438110455e-05 1.9803018632243355e-05 87.60879143461469 1.2538414965440911e-05 1 290.93317817278904 14.509289071745643 0.00023647042679056788 -0.0004494073619240815 7.646246791013115e-05 -1.2839256531342478e-07 2556.0 0.0008315481245517731 0.005190241972275582 0.00015381693845873036 0.0005445373826660216 977.0 2.8209293304826133e-05 -0.00016025042278275015 4.302151727098839e-05 -6.012324956827797e-05 355.0 -2.3429702951458024e-05 -0.0005919370292087901 4.6131789015030106e-05 -0.00012076098839866985 87.0
226059 44 1.0588859661235348e-10 3.5208333333330516e-10 0.00391843477556613 "" 1 "" 1.4213894668433584e-05 9.485355492752089e-06 71.81595965921073 4.9308935668391965e-06 0 290.93388731331646 14.509272684710323 0.00015944428750073902 0.000759623779576145 4.455840631002788e-05 7.340477995802511e-06 1736.0 0.002125100465491414 0.0019649018228825926 0.00045520627483447066 0.0013729960191994905 149.0 0.00025225902209058404 5.7936713534404565e-05 7.240139008238726e-05 0.00013268199109006673 53.0 1.8062772268083447e-05 -9.14540651687446e-06 1.466640392493506e-05 -1.699179978545459e-05 13.0
226060 45 1.1589477062017007e-09 2.968055555555318e-09 0.022733272475530992 "" 1 "" 4.378678697359608e-05 3.370064976346479e-05 178.8890724551836 1.6312966799678345e-05 1 290.9329125339003 14.509301979013445 0.0005269232012073895 -0.005163403257815745 0.00013894356204500628 -4.9348162243360174e-05 2540.0 0.0009306446299888194 0.00959352389640096 0.00015987584977003423 0.0006009921780787408 1675.0 0.0003435793914832175 0.00022914188715372232 0.00013686344869113522 3.1037507142173126e-05 597.0 0.00021148225809318702 0.000207206608061683 8.604214153991755e-05 3.432782269112758e-05 147.0
226061 46 4.073239607752766e-10 1.2930555555554522e-09 0.010751620106121266 "" 1 "" 2.791004774812204e-05 1.8582189773642418e-05 52.37111123123069 9.670991715352404e-06 1 290.93325762962934 14.509316169158238 0.000174288603252855 -0.0016237916608817192 6.138051201704836e-05 -1.1077011248107395e-05 2108.0 0.0009165212395600975 0.004199792919980456 9.527070138050032e-05 0.0007313693640753627 585.0 -2.2126318071968853e-05 -0.00014440128940753293 3.335833620128987e-05 -7.991377060534433e-05 213.0 7.868479403042593e-05 9.475054889040837e-06 3.601006247319017e-05 9.512511325902324e-06 55.0
